CATID,RA_OBJ,DEC_OBJ,z_spec,PA_GASKIN,PA_GASKIN_ERR,LAMBDAR_RE,n_src_1p,n_src_2p,n_src_3p,n_src_5p,n_src_10p,n_src_15p,n_clean_1p,n_clean_2p,n_clean_3p,n_clean_5p,n_clean_10p,n_clean_15p
70640,180.74268937,0.0302337,0.07977,74.5,4.0,0.16458656,30,84,195,557,1915,3858,30,84,193,555,1904,3680
185557,180.75342689,-1.6380176,0.01914,247.0,0.33333334,nan,0,15,60,334,1829,4785,0,0,0,192,1651,4482
55150,180.75420806,-0.29117679,0.04046,190.5,0.16666667,0.5077296,13,72,181,409,1394,3394,13,70,178,402,1380,3361
178578,180.76536576,-1.90571799,0.01981,265.5,0.5833333,nan,26,162,328,842,2524,5272,26,161,323,829,2370,4780
220227,180.77139676,1.47818485,0.01928,222.0,0.25,nan,44,137,269,725,2916,6013,44,137,265,636,2386,5121
220217,180.79252859,1.58000323,0.07812,58.0,0.16666667,0.34893888,35,120,273,667,2316,6032,34,118,240,545,1848,4912
185567,180.80043345,-1.48836433,0.08237,28.5,0.16666667,0.13373071,18,91,221,597,1940,4626,18,89,214,521,1552,3922
178580,180.81308709,-1.95678366,0.02124,72.5,0.16666667,nan,30,118,247,661,2434,5229,30,114,215,595,2219,4704
220218,180.8180342,1.63546555,0.04772,270.5,0.33333334,0.14656323,20,96,262,705,2407,5865,0,19,102,374,1778,4910
185569,180.83365567,-1.57612415,0.02063,292.0,0.25,nan,29,82,137,364,2064,4521,29,78,132,352,1851,4008
178585,180.85449378,-1.87658081,0.02022,151.5,0.41666666,nan,28,129,267,694,2651,5569,28,128,266,691,2577,5260
138132,180.86117416,-1.81826751,0.02087,50.5,0.33333334,nan,30,104,234,627,2654,5679,30,104,231,621,2602,5411
70670,180.86818789,0.0601291,0.08196,159.5,0.16666667,0.075852126,15,72,180,483,2096,4646,15,71,177,472,1856,4195
230683,180.86975065,1.97642781,0.02054,12.0,0.16666667,0.08296946,7,61,154,464,2077,4895,3,23,82,260,1476,3612
23225,180.87304073,1.22935008,0.02005,128.0,10.333332,0.425099,9,83,229,718,3071,6759,9,80,213,683,2862,6133
288989,180.88663145,1.8028162,0.01983,327.5,4.5833335,nan,14,91,226,709,2731,5547,14,90,214,606,1986,4118
585035,180.89627079,-0.04035679,0.03663,185.5,0.16666667,nan,15,53,129,413,1885,4311,15,53,129,407,1855,4038
23265,180.91580293,1.20458191,0.07798,168.5,1.25,0.14602935,8,77,194,616,2857,6499,4,66,182,596,2759,5932
220275,180.92607956,1.45729447,0.02082,226.5,0.16666667,nan,31,124,297,919,3065,6487,31,124,293,905,2835,5237
536173,180.92864761,-0.9920858,0.04071,100.0,0.16666667,nan,26,88,221,594,2187,5005,26,86,219,579,2056,4472
288992,180.93489846,1.83597778,0.01936,132.0,0.5,0.37864515,3,115,305,775,2549,4990,3,109,285,648,1759,3451
288982,180.93601238,1.69506103,0.02015,276.5,0.16666667,0.4672399,24,114,271,722,2871,5725,0,0,31,279,2075,4376
144640,180.93728078,-1.38039759,0.08231,338.5,0.16666667,0.19774508,17,84,204,598,2392,4952,17,83,201,575,2059,4142
55227,180.94629725,-0.33659583,0.02042,77.0,0.16666667,nan,21,69,145,384,1745,3847,21,68,143,380,1730,3806
23259,180.96362386,1.13035586,0.08262,259.5,0.16666667,0.7146589,14,90,222,665,2469,6045,14,87,218,630,2238,5698
272820,180.96505859,1.29506537,0.08315,337.0,0.5,0.13015926,31,126,266,715,2977,6066,31,125,265,703,2892,5573
288999,180.96637637,1.83607744,0.01901,41.5,0.25,nan,39,144,313,749,2449,4818,34,108,240,575,1700,3316
230714,180.9759373,1.89125907,0.02451,139.0,0.16666667,0.7540128,14,104,240,689,2160,4438,5,46,132,399,1424,3046
220319,180.99245368,1.48277611,0.02071,358.0,3.2499993,nan,27,94,227,628,2789,6467,26,89,221,610,2502,5458
289085,180.99627628,1.83225709,0.02129,163.5,0.16666667,nan,27,137,254,701,2314,4735,13,77,160,481,1610,3293
272822,180.99822755,1.41084966,0.0223,288.5,0.16666667,nan,17,164,328,778,2855,6273,17,162,322,766,2723,5588
272831,181.00820693,1.44487385,0.08352,226.0,0.33333334,0.067704946,14,99,225,620,2809,6327,14,97,222,609,2612,5580
272833,181.01475603,1.37358943,0.08251,1.5,0.25,0.16091733,33,145,280,823,2685,6122,33,145,274,813,2622,5590
230719,181.02041002,1.97178476,0.0239,204.0,0.16666667,0.22198924,21,90,185,453,1591,3904,19,70,121,169,800,2708
289089,181.02495228,1.84697816,0.01641,9.0,0.16666667,0.2956729,7,61,188,589,2055,4543,0,0,44,309,1413,3214
220320,181.03095077,1.58314929,0.02349,155.5,0.16666667,nan,15,121,267,714,2583,6109,8,68,185,515,1999,5018
138161,181.0314595,-1.74471319,0.02043,142.5,0.16666667,nan,26,130,255,718,2568,5413,25,129,254,716,2483,5254
144682,181.03465421,-1.41718582,0.03509,349.0,0.16666667,nan,21,98,203,559,2040,4917,21,98,202,553,2016,4439
289107,181.04058613,1.82595543,0.01724,42.5,0.16666667,0.52468157,0,49,161,575,2043,4709,0,17,87,347,1450,3382
289109,181.04681197,1.76980774,0.0235,171.0,6.416664,nan,11,94,188,553,2240,5160,11,94,188,486,1549,3750
230786,181.0545379,1.90016163,0.01919,207.0,0.16666667,0.11695507,36,88,166,425,1743,4107,0,4,28,179,1166,2947
230787,181.06213957,1.86667151,0.02083,130.0,0.41666666,0.13686995,15,85,145,393,1775,4287,0,8,30,118,1251,3165
220328,181.06937208,1.54624511,0.02045,85.0,0.16666667,0.32334965,6,79,187,512,2590,6127,0,11,51,233,2235,5240
230789,181.07218222,1.91745956,0.0211,167.0,0.41666666,nan,6,46,132,362,1544,4018,0,16,52,161,969,2935
289112,181.0761067,1.69993268,0.02268,46.0,0.16666667,0.43199557,28,102,236,596,2462,5164,28,102,236,569,1831,3876
144690,181.07852505,-1.36329099,0.08352,9.0,0.33333334,0.34768346,16,113,236,547,1960,4555,16,113,233,539,1881,4030
289113,181.07915908,1.84838804,0.02387,323.5,1.5,0.36331037,24,70,135,324,1790,4422,16,31,49,128,1342,3294
55245,181.07946541,-0.31550504,0.0936,358.5,0.16666667,nan,2,56,146,380,1563,3861,2,56,145,375,1549,3829
220326,181.08332864,1.56758592,0.02082,270.5,0.33333334,0.6709444,0,71,206,610,2458,5879,0,0,0,308,2098,4989
185622,181.08444427,-1.53027621,0.00488,202.5,1.3333334,nan,0,4,59,295,2215,5030,0,4,59,291,2167,4926
40419,181.09158507,-0.7193297,0.07755,46.5,0.5,0.5380373,15,61,138,404,1677,3922,15,61,137,399,1513,3630
31725,181.09261977,-1.20358178,0.01908,153.0,2.0833333,nan,32,88,174,400,1640,4750,6,29,79,196,1203,4107
230774,181.09424323,1.86722172,0.01654,215.0,0.16666667,nan,11,44,102,245,1670,4209,6,21,28,79,1255,3207
220330,181.10492248,1.6473063,0.02337,99.5,0.9166667,0.3992186,23,106,253,652,2507,5114,23,78,183,494,2074,4037
40420,181.10961283,-0.6319641,0.02045,301.0,0.16666667,nan,20,80,177,463,1767,4146,19,75,172,456,1659,3881
230776,181.11277351,1.89596769,0.01973,118.0,0.16666667,0.11206766,0,0,28,254,1393,3972,0,0,7,104,967,3077
289095,181.11515232,1.74849349,0.02218,165.0,0.16666667,0.25152847,15,53,128,434,2134,4927,15,48,121,412,1691,3814
230777,181.12070968,1.89409255,0.02128,195.0,3.1666667,nan,0,0,28,228,1371,3966,0,0,6,108,969,3100
230793,181.12279847,1.93997181,0.0173,121.0,0.41666666,0.24280931,0,0,0,199,1206,3759,0,0,0,164,743,2921
289116,181.1261504,1.68400048,0.01892,155.5,0.16666667,nan,20,107,204,626,2287,4827,20,107,202,557,1878,3746
289097,181.14178909,1.80160352,0.0187,253.0,5.4166665,0.45536384,0,4,38,232,1744,4366,0,0,21,181,1474,3438
289102,181.14191145,1.73821018,0.02221,172.0,0.16666667,0.48161522,4,44,152,450,2026,4808,4,43,147,433,1719,3772
289118,181.14505245,1.84235707,0.01997,331.0,13.833332,0.13606048,0,12,40,189,1664,4196,0,0,3,128,1347,3319
230796,181.1530494,1.89265457,0.02037,181.0,0.33333156,nan,2,30,65,198,1320,3751,2,21,52,163,1005,3017
230797,181.15316312,1.91898482,0.01966,340.5,0.16666667,nan,0,18,67,223,1213,3663,0,18,61,197,904,2943
289096,181.15855952,1.78771548,0.0235,200.0,0.16666667,0.5867489,0,0,39,249,1737,4387,0,0,32,209,1533,3462
230813,181.17168489,1.99692268,0.02256,29.5,0.16666667,nan,3,32,62,168,1170,3175,3,32,62,165,955,2407
70719,181.17213736,0.01329533,0.02078,94.5,10.583333,nan,4,36,83,321,1798,3838,3,35,82,315,1774,3591
220332,181.17452699,1.60267799,0.02025,276.0,0.16666667,0.502031,39,125,269,682,2412,4984,39,120,237,544,2063,4330
289185,181.1860008,1.71253656,0.02059,212.0,0.16666667,nan,29,120,231,485,1956,4709,26,114,222,468,1713,3800
230829,181.18902098,1.9201865,0.01965,32.5,10.833332,nan,29,80,168,328,1259,3366,29,80,160,312,1048,2674
289168,181.19151437,1.80396083,0.01954,319.0,9.833333,0.14332867,0,0,22,259,1602,4209,0,0,20,227,1463,3410
585121,181.19287684,-0.01537926,0.04045,206.0,0.16666667,nan,21,74,172,402,1710,3797,21,73,167,397,1685,3596
220355,181.19301319,1.50108985,0.01788,116.0,0.25,nan,28,123,253,650,2443,5848,28,123,253,623,2142,5325
220383,181.20300479,1.646487,0.01836,95.0,0.16666667,nan,28,101,256,686,2222,4696,26,98,249,658,1905,3988
536235,181.21979186,-0.98748129,0.08187,281.5,0.16666667,0.12779248,16,74,159,505,1725,4173,16,74,158,486,1535,3459
230836,181.22197855,1.94227769,0.01914,161.0,0.41666666,0.14713909,29,103,200,403,1178,3095,28,100,197,394,1111,2432
289170,181.22584827,1.82130587,0.01926,25.5,0.16666667,0.3372331,7,47,100,360,1553,3983,7,46,98,341,1437,3233
23337,181.22756826,1.21560603,0.02128,317.0,0.16666667,0.52269375,28,87,215,616,2352,5246,28,86,211,594,2190,4822
23341,181.2276879,1.23408229,0.07833,140.0,0.16666667,0.24672419,30,100,220,643,2384,5222,30,99,216,622,2268,4809
230837,181.2329212,1.90085506,0.0195,96.0,0.16666667,nan,26,103,207,475,1338,3292,26,103,207,462,1250,2624
220371,181.237152,1.50824383,0.02025,66.0,0.16666667,nan,9,86,213,675,2626,5532,9,86,212,670,2405,4852
220375,181.23912743,1.63521858,0.02043,130.5,9.916667,nan,31,115,262,667,2191,4852,31,115,259,644,1880,4067
289176,181.24266021,1.75126382,0.01906,189.5,0.33333334,nan,19,90,185,426,1695,4358,16,84,174,405,1557,3549
289194,181.28790693,1.84601552,0.01983,119.0,0.25,nan,7,77,187,485,1569,3724,7,74,184,478,1363,3136
220372,181.28939216,1.55928932,0.02132,354.5,2.6666653,nan,12,102,222,651,2476,5289,12,100,217,637,2176,4507
40453,181.28999469,-0.74758736,0.03315,52.5,0.25,0.5454543,13,51,128,399,1928,4215,0,9,43,203,1490,3714
40445,181.3133436,-0.75026279,0.08289,343.5,0.16666667,0.09153424,1,39,128,396,1984,4240,1,24,79,231,1540,3730
220374,181.3284587,1.63756437,0.01865,126.5,0.5833333,0.23342833,10,56,176,458,2141,5065,3,32,124,363,1759,4266
560718,181.33290147,-0.48020161,0.00481,282.0,0.16666667,nan,13,63,167,490,2256,5209,13,63,165,486,2238,5104
289198,181.3339976,1.77872674,0.01936,335.0,0.41666666,0.2007736,2,30,102,341,1841,4271,2,30,101,301,1466,3545
289200,181.34198792,1.83460755,0.0173,307.5,0.16666667,nan,21,84,190,459,1775,3939,21,84,171,387,1453,3361
55287,181.36110065,-0.28226126,0.00427,266.0,0.16666667,nan,31,116,232,577,2075,4607,31,116,232,571,2057,4547
230880,181.36470368,1.94811987,0.01864,74.0,0.5,0.26315624,7,65,159,476,1847,3494,7,63,156,441,1554,3141
289217,181.36635036,1.86136617,0.01637,178.0,0.16666667,nan,35,87,181,525,1858,3917,35,72,143,380,1546,3412
70777,181.38328571,0.03929124,0.02166,156.5,0.5,nan,16,78,151,523,1910,4279,9,40,74,292,1621,3766
289197,181.40715582,1.82820675,0.02091,355.0,0.5,0.5842261,1,69,194,572,1909,4252,0,8,73,335,1568,3653
610700,181.41440627,0.40847358,0.02111,349.0,0.33333334,nan,19,92,226,698,3025,6339,19,92,225,692,2785,5789
220394,181.41942584,1.59349099,0.02053,298.0,0.16666667,0.34546232,9,59,198,589,2216,5036,0,14,54,231,1766,4318
220396,181.41971498,1.57505841,0.0194,146.0,0.16666667,0.2769413,6,69,185,604,2306,5024,0,4,52,270,1841,4335
230884,181.45025652,1.97169315,0.02111,284.5,0.16666667,nan,10,43,142,470,1856,4229,7,36,135,415,1588,3891
85205,181.45545795,0.54021916,0.04937,165.5,4.083332,0.070232674,39,132,295,801,2897,6519,39,128,288,780,2575,5837
40482,181.4871117,-0.65206419,0.03692,26.5,0.25,nan,8,87,218,614,2603,5539,8,84,209,603,2557,4997
230901,181.49899309,1.88578827,0.01948,231.0,0.5,nan,10,62,171,540,2073,4458,7,35,101,359,1762,4086
220450,181.5130327,1.55494822,0.01971,233.5,3.4166667,nan,32,116,230,612,2192,4865,31,90,160,407,1695,4246
85239,181.52448394,0.46386349,0.06084,166.5,0.25,nan,26,93,220,740,3044,6622,26,90,214,704,2820,6097
70802,181.52724765,0.08866597,0.06094,87.0,0.25,0.055525012,1,33,93,330,2119,4998,1,28,52,189,1557,4313
230898,181.57793379,1.91580561,0.01912,86.5,0.6666667,nan,13,68,152,443,2165,4717,13,67,148,437,1945,4380
220437,181.59512158,1.47201838,0.07838,124.0,1.1666666,0.16583204,0,44,129,480,2172,4595,0,37,103,393,1897,3966
40491,181.60459572,-0.71793767,0.07723,136.0,3.0,0.3366472,22,95,283,755,2486,5327,22,95,276,734,2244,4813
585196,181.62186524,-0.17240429,0.09232,329.5,0.25,0.13204744,34,142,298,737,2703,6140,34,135,290,717,2630,5817
289279,181.62472828,1.82799035,0.02137,184.0,0.5833333,nan,36,129,239,641,2106,4470,36,127,237,631,2013,4113
70808,181.62542091,0.18181518,0.04067,300.0,0.16666667,0.06246788,18,104,235,592,2273,5709,18,103,231,572,1982,4977
220439,181.6315901,1.61662965,0.01948,198.5,0.16666667,0.52580756,5,64,157,449,1893,4517,5,61,150,437,1760,3799
272995,181.66410599,1.28424347,0.01804,256.0,0.5,0.5246999,3,48,136,473,2047,4538,3,48,136,471,1999,4339
272996,181.66756849,1.33397184,0.02213,127.5,0.25,nan,6,51,127,420,2072,4486,6,51,127,417,1963,4204
585215,181.67924097,-0.2038787,0.09278,4.5,2.4999993,0.074358046,15,115,291,801,3101,6681,14,113,288,787,3027,6451
55346,181.69377646,-0.2737468,0.03352,207.0,0.16666667,nan,21,124,266,801,3213,6767,21,122,259,792,3134,6269
272990,181.69677946,1.28606075,0.04118,4.5,0.16666667,0.2630347,4,63,146,458,2152,4422,4,63,145,455,2132,4216
8319,181.73802382,0.66292676,0.00447,222.0,1.75,nan,17,124,248,571,2255,4847,17,123,245,555,1958,4243
220465,181.75304533,1.49750244,0.08446,108.5,2.0833333,0.19655809,24,82,219,607,1803,3790,24,82,202,505,1545,3405
560779,181.75398791,-0.62858555,0.02271,223.0,5.5,nan,0,1,60,344,2400,5573,0,0,0,100,1796,4635
585231,181.78147416,-0.0201867,0.02094,265.0,0.16666667,nan,31,135,296,910,3386,6664,30,132,291,895,3184,6113
23519,181.78338383,1.07722864,0.02125,88.5,0.5833333,nan,14,54,121,455,1844,4425,13,53,119,453,1824,4296
144846,181.78978555,-1.25257586,0.03737,176.0,0.16666667,0.45908248,23,109,280,720,2904,6550,23,104,272,700,2866,6360
55367,181.79334172,-0.25958967,0.02216,296.0,0.16666667,nan,28,114,281,769,3235,7297,27,112,278,759,3058,6553
85280,181.79707744,0.4326249,0.06425,136.5,0.16666667,0.5280785,0,0,20,257,2441,5509,0,0,18,253,2402,5320
55372,181.8404418,-0.37666426,0.0222,219.5,0.16666667,nan,37,133,313,773,3030,6254,36,124,262,607,2286,5306
585226,181.85331407,-0.15831819,0.02125,129.0,0.16666667,0.45471635,7,92,267,930,3491,7048,7,92,262,918,3416,6540
138291,181.85789492,-1.66879642,0.03686,328.0,0.16666667,nan,33,124,268,707,2953,6667,33,114,233,578,2617,6248
220499,181.85849619,1.5455943,0.04786,344.5,0.25,0.24374996,16,61,146,347,1459,3864,0,0,11,115,1212,3565
220515,181.88320657,1.63737315,0.01986,347.5,0.6666667,nan,0,11,44,239,1405,3620,0,11,40,207,1145,3179
185795,181.90156252,-1.55413748,0.05131,51.5,0.16666667,0.5313083,18,104,225,647,2951,6748,18,104,219,639,2744,6355
220502,181.90865583,1.57421355,0.02011,298.0,0.16666667,0.36630252,0,11,52,254,1451,3624,0,10,41,162,1207,3211
610816,181.91694684,0.24643629,0.02114,306.5,0.16666667,nan,29,93,240,668,2510,5397,29,93,237,656,2469,5186
273092,181.99997519,1.39593266,0.03743,244.0,0.5833333,0.29537576,2,60,144,410,1664,4120,2,60,144,380,1460,3462
536363,182.00765016,-0.9683302,0.02379,240.5,0.5,nan,31,143,299,759,2966,6683,27,137,285,656,2453,5775
610846,182.01605441,0.37879953,0.04061,112.5,0.25,0.26790437,6,78,214,704,2655,5509,6,78,214,701,2617,5409
8353,182.01648727,0.69760629,0.01967,348.0,0.16666667,0.2629751,3,39,108,324,1880,4798,3,33,102,311,1742,4374
99259,182.06867249,0.92959648,0.03556,171.0,0.16666667,nan,16,121,281,770,2683,5443,16,121,278,742,2375,4811
138381,182.06869219,-1.78253678,0.02123,113.5,0.16666667,0.2884603,40,121,265,675,2897,6250,40,121,265,646,2375,5488
185863,182.07893983,-1.4665707,0.02439,342.0,0.16666667,0.11179296,23,103,256,759,2891,6153,23,102,252,747,2809,5882
8391,182.12924688,0.75259506,0.02035,252.0,0.16666667,nan,25,120,281,758,2540,4989,25,117,277,736,2454,4427
231024,182.13020547,1.90942501,0.02067,134.0,0.25,0.68283075,6,81,165,486,1791,4040,0,0,11,206,1204,3277
70929,182.13044121,0.13650366,0.03487,114.0,0.16666667,0.73949987,12,65,191,583,2336,5343,12,62,185,571,2252,5071
23578,182.14188243,1.2016423,0.02076,49.0,0.16666667,nan,31,105,226,549,2036,4760,29,103,219,499,1761,4103
220578,182.17816756,1.45635642,0.01855,112.0,0.16666667,nan,16,76,169,499,1949,4397,16,56,110,358,1550,3858
560883,182.18425615,-0.54084211,0.06266,8.5,0.16666667,0.26246533,9,62,178,524,2311,5464,9,62,174,503,2023,5019
178865,182.18737363,-1.89501562,0.0212,151.5,0.5833333,nan,33,121,268,788,2911,6057,33,118,261,773,2656,5281
23565,182.20693056,1.1918103,0.0371,210.0,0.16666667,0.46272844,9,60,141,489,2060,4852,9,58,136,428,1802,4183
8404,182.22071426,0.70556895,0.01885,39.0,0.16666667,nan,36,127,278,723,2352,5044,36,124,272,706,2284,4512
585314,182.23166335,-0.0925008,0.04055,51.5,0.16666667,0.18699549,22,101,245,692,2502,5820,22,97,239,673,2321,5317
289427,182.25341733,1.6870839,0.01817,222.0,1.9166666,nan,19,73,169,492,1831,4096,19,71,166,488,1809,3613
23591,182.27582522,1.10576346,0.02519,57.5,0.33333334,nan,25,91,218,556,2185,5094,24,89,215,546,1961,4023
85423,182.27831961,0.4732831,0.01973,330.0,0.5833333,nan,33,123,247,562,1937,5463,32,121,245,556,1738,5001
289429,182.30469053,1.83657459,0.01942,11.5,0.16666667,nan,3,31,135,353,1510,3808,3,31,134,338,1317,3075
23593,182.32194058,1.15158193,0.01982,20.5,0.5833333,nan,24,84,187,511,2111,4835,23,82,185,506,1973,3968
560946,182.33178944,-0.52747095,0.03513,265.0,0.16666667,nan,18,129,293,805,3019,6165,18,122,281,780,2917,5707
610893,182.35566604,0.30819031,0.0201,93.0,0.16666667,nan,3,71,165,441,2416,5555,3,70,159,433,2369,5189
85416,182.3693747,0.53326638,0.01943,255.5,0.16666667,0.5748858,3,36,115,418,2190,5205,0,9,46,226,1768,4500
23619,182.39664405,1.13114534,0.07649,256.0,0.25,0.32937855,18,73,184,562,2070,5024,18,73,179,528,1852,4350
536454,182.39681085,-0.91247515,0.05989,40.5,0.16666667,0.102654904,20,87,209,537,1981,5129,20,86,203,512,1789,4779
85418,182.40451716,0.53611309,0.02066,191.0,0.16666667,nan,27,85,192,613,2225,5043,0,9,51,283,1731,4298
31912,182.40462574,-1.10063699,0.10015,228.5,0.16666667,0.37504283,29,116,269,791,2925,6477,26,111,264,778,2848,6127
99326,182.41085528,0.95701868,0.01953,73.0,1.1666666,nan,35,112,220,557,2290,5266,34,109,215,445,1703,4439
23623,182.42032848,1.17285043,0.07773,128.5,1.1666666,nan,21,78,190,461,2061,4957,21,78,190,451,1866,4508
185914,182.45537204,-1.47165803,0.11131,359.5,0.16666667,0.45202175,44,147,338,839,3102,6883,44,145,331,824,3041,6712
560982,182.4696995,-0.54747902,0.05053,294.5,0.33333334,nan,22,124,316,836,3052,5935,21,123,297,760,2635,5362
585359,182.47119622,-0.0160222,0.03526,0.5,0.16666667,0.53283423,17,65,183,598,2528,5703,17,44,127,427,2175,5249
99349,182.47444572,0.92851987,0.01976,237.0,0.16666667,0.60911274,6,45,148,566,2274,5379,6,43,144,526,1893,4694
536463,182.47688834,-0.91817312,0.07921,161.0,0.16666667,0.2284866,0,8,68,331,1971,5215,0,0,23,196,1696,4859
31939,182.50862362,-1.2226536,0.05956,48.5,0.33333334,0.64288735,35,123,263,790,3115,6695,35,123,261,777,3038,6507
85464,182.53076373,0.42617556,0.0199,46.0,0.16666667,nan,25,104,253,694,2291,4820,25,103,252,605,1594,3764
8485,182.55137407,0.75402737,0.01951,13.5,0.16666667,nan,5,73,202,579,2418,5074,5,73,202,576,2222,4433
85474,182.56935892,0.62658322,0.02069,59.0,0.16666667,0.70555675,6,60,176,560,2183,4929,5,58,171,436,1493,3908
561020,182.57448698,-0.51789345,0.0349,352.5,0.16666667,0.6440346,11,80,222,659,2601,5881,11,79,220,624,2159,5111
8488,182.62970446,0.67277654,0.01996,218.0,0.16666667,nan,6,78,184,546,2011,5152,5,38,103,347,1603,4340
8487,182.63585758,0.67750104,0.02024,193.0,0.41666666,0.14430901,0,65,173,535,2009,5136,0,27,81,325,1612,4361
8490,182.64151656,0.67148036,0.01998,228.5,0.16666667,nan,12,65,183,549,1966,5146,0,18,76,321,1567,4362
99393,182.64714536,1.02874993,0.02012,156.5,0.16666667,0.31990102,34,123,286,727,2486,5265,34,123,286,701,2323,4637
585386,182.64824873,-0.17149543,0.05042,80.0,0.16666667,0.561083,6,96,227,669,2687,5777,5,93,222,654,2407,5134
23669,182.65519906,1.06494185,0.0216,185.0,0.16666667,nan,41,149,320,757,2398,5105,41,147,318,742,2271,4503
145073,182.65821201,-1.33734504,0.03432,119.0,0.16666667,0.18032934,38,123,275,733,2890,6843,37,122,266,715,2841,6704
585422,182.67624829,-0.15891999,0.05034,202.5,0.16666667,0.49675456,32,86,198,603,2628,5737,32,84,195,592,2347,5088
99410,182.6818941,0.95184261,0.02166,288.0,0.16666667,nan,18,92,241,613,2593,5266,17,87,213,561,2320,4610
85479,182.68472641,0.62587804,0.02094,26.0,0.16666667,nan,28,97,190,465,1965,4944,0,23,85,251,1515,4100
55537,182.69403929,-0.41907645,0.07864,182.5,0.16666667,0.623319,0,0,27,330,2452,5686,0,0,18,269,2122,5143
186012,182.69417448,-1.56899615,0.10076,212.0,1.0,nan,23,120,250,681,2649,5810,23,113,243,668,2571,5406
85481,182.70962171,0.5959107,0.01997,41.0,0.5,nan,23,66,140,399,1959,4828,23,53,90,277,1496,3948
85505,182.74171769,0.6039239,0.07787,52.5,0.16666667,0.6836274,9,85,185,475,2034,4876,9,82,157,382,1662,4055
85507,182.76407921,0.62410422,0.02007,288.5,0.5,nan,17,84,207,563,2073,5014,17,83,201,478,1778,4294
99428,182.76693192,0.97233591,0.02042,277.0,0.33333334,0.50187725,1,63,167,583,2317,5089,0,6,71,375,1888,4581
23737,182.76848439,1.1190535,0.02032,277.5,0.16666667,nan,0,0,24,314,2136,4890,0,0,22,306,1955,4395
99430,182.78306911,0.95687083,0.02081,122.0,0.41666666,0.27064508,31,80,183,590,2347,5039,0,11,56,325,1916,4527
8562,182.79066959,0.78576049,0.01991,264.0,0.75,nan,26,87,181,550,2314,5407,26,86,179,542,1988,4702
273242,182.7952514,1.4416806,0.01919,102.0,0.16666667,nan,25,84,195,479,2354,5642,12,43,107,286,2060,5277
585420,182.8216225,-0.09641319,0.02037,199.5,3.0833333,nan,20,100,215,590,2308,5187,20,99,212,569,1975,4603
8570,182.83285894,0.8041979244444445,0.02072,183.5,0.16666667,nan,1,71,189,595,2398,5390,1,70,188,568,2064,4710
220687,182.8329904,1.49227201,0.00725,122.5,0.16666667,nan,3,60,179,542,2494,5717,0,0,11,274,2184,5335
751043,182.83896619,1.06356593,0.047,320.5,0.16666667,nan,28,105,189,405,1847,4733,28,99,174,368,1425,4222
610997,182.86904161,0.37864827,0.02036,120.5,0.16666667,nan,20,107,216,612,2134,4818,19,105,212,593,1783,4153
40765,182.89697399,-0.69958014,0.03512,199.0,2.9166667,nan,28,109,224,638,2547,5754,28,108,221,625,2497,5472
611002,182.90434211,0.32250372,0.02047,71.0,0.5833333,nan,21,107,214,543,2104,4984,20,102,202,457,1716,4340
273256,182.92730734666668,1.35203449,0.02048,321.5,0.16666667,nan,49,150,316,759,2422,4707,47,143,303,742,2319,4346
99464,182.94458507,0.98954888,0.0208,119.0,0.25,nan,27,116,233,576,1947,4354,27,116,232,505,1547,3808
85559,182.95308783,0.61465616,0.07857,101.0,26.83333,0.13147143,29,114,230,670,2752,5588,27,112,225,654,2705,5427
220750,182.98976807,1.48924642,0.02097,131.5,1.0833334,nan,14,84,214,652,2469,5606,14,83,211,642,2334,5239
220751,182.99295889,1.49295221,0.00724,244.0,1.5833334,nan,13,83,214,650,2469,5623,13,81,211,640,2339,5258
273296,182.99771303,1.35003785,0.0209,170.5,0.16666667,0.5004334,17,88,225,663,2405,4701,17,85,218,649,2368,4440
55648,183.00180063,-0.37211689,0.0354,112.0,0.16666667,nan,22,113,227,643,2350,5465,22,113,225,636,2291,5079
561143,183.01351063,-0.6068509,0.03505,189.0,0.16666667,nan,32,105,222,630,2354,5730,30,103,217,619,2319,5584
273309,183.03838927,1.31148674,0.02021,290.5,0.16666667,nan,12,74,192,606,2202,4501,12,73,190,598,2171,4366
71099,183.0613768,0.07229682,0.00767,311.5,0.16666667,nan,23,124,260,700,2458,5016,23,118,250,637,2020,4123
611051,183.09076325,0.29640826,0.02077,14.0,0.25,nan,30,132,257,672,2594,5351,29,118,206,530,2240,4757
55684,183.11338995,-0.29713974,0.03528,197.0,0.16666667,0.47403175,20,81,195,635,2484,5084,20,77,187,620,2422,4462
99511,183.12847564,0.89422,0.02112,279.5,0.41666666,nan,3,66,178,515,2111,4898,3,66,177,465,1910,4604
71117,183.1437812,0.1860966,0.01955,44.5,1.5,nan,12,73,178,570,2419,5390,12,73,173,525,2020,4532
99513,183.15824597,0.89339172,0.01975,nan,nan,nan,14,72,174,517,2092,4905,14,70,148,451,1889,4641
611094,183.19351129,0.40907154,0.01984,300.5,0.25,nan,6,91,217,634,2383,5306,6,91,217,629,2304,4913
273336,183.21714364,1.29968987,0.00411,344.5,0.16666667,0.60757875,0,0,31,203,1694,4151,0,0,25,180,1601,3763
71146,183.25124564,0.04376154,0.02097,67.5,0.16666667,nan,1,74,186,611,2255,4839,1,70,154,457,1656,4152
23868,183.29129534,1.19232799,0.02132,196.5,0.16666667,nan,22,84,195,487,1724,4444,19,79,189,475,1667,3964
