release,tile_file,ra_centre,dec_centre,patch,url
DR4.0,KiDS_DR4.0_178.0_0.5_ugriZYJHKs_cat.fits,178.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_178.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_178.0_-1.5_ugriZYJHKs_cat.fits,178.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_178.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_178.0_1.5_ugriZYJHKs_cat.fits,178.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_178.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_17.8_-33.1_ugriZYJHKs_cat.fits,17.8,-33.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_17.8_-33.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_178.5_-2.5_ugriZYJHKs_cat.fits,178.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_178.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_178.5_2.5_ugriZYJHKs_cat.fits,178.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_178.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_179.0_-0.5_ugriZYJHKs_cat.fits,179.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_179.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_179.0_0.5_ugriZYJHKs_cat.fits,179.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_179.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_179.0_-1.5_ugriZYJHKs_cat.fits,179.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_179.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_179.0_1.5_ugriZYJHKs_cat.fits,179.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_179.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_179.5_-2.5_ugriZYJHKs_cat.fits,179.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_179.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_179.5_2.5_ugriZYJHKs_cat.fits,179.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_179.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_180.0_-0.5_ugriZYJHKs_cat.fits,180.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_180.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_180.0_0.5_ugriZYJHKs_cat.fits,180.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_180.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_180.0_-1.5_ugriZYJHKs_cat.fits,180.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_180.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_180.0_1.5_ugriZYJHKs_cat.fits,180.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_180.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_18.0_-34.1_ugriZYJHKs_cat.fits,18.0,-34.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_18.0_-34.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_180.5_-2.5_ugriZYJHKs_cat.fits,180.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_180.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_180.5_2.5_ugriZYJHKs_cat.fits,180.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_180.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_181.0_-0.5_ugriZYJHKs_cat.fits,181.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_181.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_181.0_0.5_ugriZYJHKs_cat.fits,181.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_181.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_181.0_-1.5_ugriZYJHKs_cat.fits,181.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_181.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_181.0_1.5_ugriZYJHKs_cat.fits,181.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_181.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_18.1_-28.2_ugriZYJHKs_cat.fits,18.1,-28.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_18.1_-28.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_181.5_-2.5_ugriZYJHKs_cat.fits,181.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_181.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_181.5_2.5_ugriZYJHKs_cat.fits,181.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_181.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_182.0_-0.5_ugriZYJHKs_cat.fits,182.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_182.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_182.0_0.5_ugriZYJHKs_cat.fits,182.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_182.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_182.0_-1.5_ugriZYJHKs_cat.fits,182.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_182.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_182.0_1.5_ugriZYJHKs_cat.fits,182.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_182.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_18.2_-29.2_ugriZYJHKs_cat.fits,18.2,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_18.2_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_182.5_-2.5_ugriZYJHKs_cat.fits,182.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_182.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_182.5_2.5_ugriZYJHKs_cat.fits,182.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_182.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_183.0_-0.5_ugriZYJHKs_cat.fits,183.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_183.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_183.0_0.5_ugriZYJHKs_cat.fits,183.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_183.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_183.0_-1.5_ugriZYJHKs_cat.fits,183.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_183.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_183.0_1.5_ugriZYJHKs_cat.fits,183.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_183.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_183.5_-2.5_ugriZYJHKs_cat.fits,183.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_183.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_183.5_2.5_ugriZYJHKs_cat.fits,183.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_183.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_184.0_-0.5_ugriZYJHKs_cat.fits,184.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_184.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_184.0_0.5_ugriZYJHKs_cat.fits,184.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_184.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_184.0_-1.5_ugriZYJHKs_cat.fits,184.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_184.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_184.0_1.5_ugriZYJHKs_cat.fits,184.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_184.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_18.4_-30.2_ugriZYJHKs_cat.fits,18.4,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_18.4_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_184.5_-2.5_ugriZYJHKs_cat.fits,184.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_184.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_184.5_2.5_ugriZYJHKs_cat.fits,184.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_184.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_185.0_-0.5_ugriZYJHKs_cat.fits,185.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_185.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_185.0_0.5_ugriZYJHKs_cat.fits,185.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_185.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_185.0_-1.5_ugriZYJHKs_cat.fits,185.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_185.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_185.0_1.5_ugriZYJHKs_cat.fits,185.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_185.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_185.5_-2.5_ugriZYJHKs_cat.fits,185.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_185.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_185.5_2.5_ugriZYJHKs_cat.fits,185.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_185.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_186.0_-0.5_ugriZYJHKs_cat.fits,186.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_186.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_186.0_0.5_ugriZYJHKs_cat.fits,186.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_186.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_186.0_-1.5_ugriZYJHKs_cat.fits,186.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_186.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_186.0_1.5_ugriZYJHKs_cat.fits,186.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_186.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_18.6_-31.2_ugriZYJHKs_cat.fits,18.6,-31.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_18.6_-31.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_186.5_-2.5_ugriZYJHKs_cat.fits,186.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_186.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_186.5_2.5_ugriZYJHKs_cat.fits,186.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_186.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_187.0_-0.5_ugriZYJHKs_cat.fits,187.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_187.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_187.0_0.5_ugriZYJHKs_cat.fits,187.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_187.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_187.0_-1.5_ugriZYJHKs_cat.fits,187.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_187.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_187.0_1.5_ugriZYJHKs_cat.fits,187.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_187.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_187.5_-2.5_ugriZYJHKs_cat.fits,187.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_187.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_187.5_2.5_ugriZYJHKs_cat.fits,187.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_187.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_188.0_-0.5_ugriZYJHKs_cat.fits,188.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_188.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_188.0_0.5_ugriZYJHKs_cat.fits,188.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_188.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_188.0_1.5_ugriZYJHKs_cat.fits,188.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_188.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_18.8_-32.1_ugriZYJHKs_cat.fits,18.8,-32.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_18.8_-32.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_188.5_2.5_ugriZYJHKs_cat.fits,188.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_188.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_189.0_-0.5_ugriZYJHKs_cat.fits,189.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_189.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_189.0_0.5_ugriZYJHKs_cat.fits,189.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_189.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_189.0_1.5_ugriZYJHKs_cat.fits,189.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_189.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_189.5_2.5_ugriZYJHKs_cat.fits,189.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_189.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_190.0_-0.5_ugriZYJHKs_cat.fits,190.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_190.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_190.0_0.5_ugriZYJHKs_cat.fits,190.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_190.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_190.0_1.5_ugriZYJHKs_cat.fits,190.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_190.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_19.0_-33.1_ugriZYJHKs_cat.fits,19.0,-33.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_19.0_-33.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_190.5_2.5_ugriZYJHKs_cat.fits,190.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_190.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_191.0_-0.5_ugriZYJHKs_cat.fits,191.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_191.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_191.0_0.5_ugriZYJHKs_cat.fits,191.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_191.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_191.0_1.5_ugriZYJHKs_cat.fits,191.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_191.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_191.5_2.5_ugriZYJHKs_cat.fits,191.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_191.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_192.0_-0.5_ugriZYJHKs_cat.fits,192.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_192.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_192.0_0.5_ugriZYJHKs_cat.fits,192.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_192.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_192.0_1.5_ugriZYJHKs_cat.fits,192.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_192.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_19.2_-28.2_ugriZYJHKs_cat.fits,19.2,-28.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_19.2_-28.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_19.2_-34.1_ugriZYJHKs_cat.fits,19.2,-34.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_19.2_-34.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_192.5_2.5_ugriZYJHKs_cat.fits,192.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_192.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_193.0_-0.5_ugriZYJHKs_cat.fits,193.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_193.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_193.0_0.5_ugriZYJHKs_cat.fits,193.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_193.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_193.0_1.5_ugriZYJHKs_cat.fits,193.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_193.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_193.5_2.5_ugriZYJHKs_cat.fits,193.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_193.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_194.0_-0.5_ugriZYJHKs_cat.fits,194.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_194.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_194.0_0.5_ugriZYJHKs_cat.fits,194.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_194.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_194.0_1.5_ugriZYJHKs_cat.fits,194.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_194.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_19.4_-29.2_ugriZYJHKs_cat.fits,19.4,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_19.4_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_194.5_2.5_ugriZYJHKs_cat.fits,194.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_194.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_195.0_-0.5_ugriZYJHKs_cat.fits,195.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_195.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_195.0_0.5_ugriZYJHKs_cat.fits,195.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_195.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_195.5_2.5_ugriZYJHKs_cat.fits,195.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_195.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_196.0_-0.5_ugriZYJHKs_cat.fits,196.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_196.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_196.0_0.5_ugriZYJHKs_cat.fits,196.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_196.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_196.0_1.5_ugriZYJHKs_cat.fits,196.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_196.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_19.6_-30.2_ugriZYJHKs_cat.fits,19.6,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_19.6_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_196.5_2.5_ugriZYJHKs_cat.fits,196.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_196.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_197.0_-0.5_ugriZYJHKs_cat.fits,197.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_197.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_197.0_0.5_ugriZYJHKs_cat.fits,197.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_197.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_197.0_1.5_ugriZYJHKs_cat.fits,197.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_197.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_197.5_2.5_ugriZYJHKs_cat.fits,197.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_197.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_198.0_-0.5_ugriZYJHKs_cat.fits,198.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_198.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_198.0_0.5_ugriZYJHKs_cat.fits,198.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_198.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_198.0_1.5_ugriZYJHKs_cat.fits,198.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_198.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_19.8_-31.2_ugriZYJHKs_cat.fits,19.8,-31.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_19.8_-31.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_198.6_2.5_ugriZYJHKs_cat.fits,198.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_198.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_199.0_-0.5_ugriZYJHKs_cat.fits,199.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_199.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_199.0_0.5_ugriZYJHKs_cat.fits,199.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_199.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_199.0_1.5_ugriZYJHKs_cat.fits,199.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_199.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_199.6_2.5_ugriZYJHKs_cat.fits,199.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_199.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_200.0_-0.5_ugriZYJHKs_cat.fits,200.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_200.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_200.0_0.5_ugriZYJHKs_cat.fits,200.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_200.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_200.0_1.5_ugriZYJHKs_cat.fits,200.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_200.0_1.5_ugriZYJHKs_cat.fits
