CATID,RA_OBJ,DEC_OBJ,RA_IFU,DEC_IFU,r_petro,z_spec,z_tonry,M_r,r_e,ellip,PA,Mstar,g_i,SURV_SAMI,BAD_CLASS
"107259",219.23286221,0.85038577,219.23286221,0.85038577,17.336,0.03048,0.03127,-18.37,4.47,0.748,131.70001,9.29,0.91,8,0
"92039",214.70276753,0.49645182,214.70276753,0.49645182,16.607,0.05326,0.05414,-20.33,4.26,0.5664,103.8,9.91,0.72,3,0
"70116",178.54268118,0.13854837,178.54268118,0.13854837,16.528,0.05051,0.05177,-20.65,5.39,0.4964,48.300003,10.16,0.87,8,0
"617945",213.72344654,0.40730461,213.72344654,0.40730461,18.261,0.0281,0.02897,-17.24,1.48,0.219,162.73,8.47,0.45,8,0
"457505",213.5166551,-1.99524193,213.5166551,-1.99524193,16.811,0.03849,0.03938,-19.39,6.51,0.7836,137.7,9.4,0.55,8,0
"230901",181.49899309,1.88578827,181.49899309,1.88578827,16.87,0.01948,0.02129,-18.01,9.91,0.826,53.170013,9.28,1.05,8,0
"79329",221.04454300666666,0.18345177,221.04537634,0.18345177,17.784,0.02887,0.02962,-18.05,3.2,0.4928,130.29,8.84,0.49,8,5
"575670",140.93491239,-0.18723847,140.93491239,-0.18723847,16.659,0.05601,0.05716,-20.46,5.62,0.7531,173.78,10.43,1.33,8,0
"39667",177.77912718,-0.77104022,177.77912718,-0.77104022,17.127,0.08217,0.08347,-20.83,1.9,0.3879,30.440002,10.35,1.1,3,0
"214462",130.35113394,0.53025161,130.35113394,0.53025161,17.087,0.05103,0.05204,-19.88,4.72,0.3298,143.89,9.6,0.57,3,0
"273242",182.7952514,1.4416806,182.7952514,1.4416806,17.62,0.01919,0.02105,-17.26,6.26,0.1501,122.19,8.68,0.7,8,0
"220751",182.99295889,1.49295221,182.99295889,1.49295221,18.162,0.00724,0.00947,-15.05,5.55,0.5536,69.740005,7.69,0.53,8,0
"179327",184.29251237,-1.90711421,184.29251237,-1.90711421,17.417,0.02048,0.02218,-17.48,3.56,0.6092,60.890015,8.66,0.56,8,0
"505915",222.25849815,-1.78081057,222.25849815,-1.78081057,16.863,0.08271,0.08349,-21.15,1.84,0.2501,108.05,10.61,1.26,3,0
"107278",219.25934695,0.89370975,219.25934695,0.89370975,17.287,0.07863,0.07945,-20.55,1.09,0.1685,99.32,10.34,1.24,3,0
"296934",214.04424787,1.54141045,214.04424787,1.54141045,16.204,0.053,0.05389,-20.74,3.28,0.1974,75.32001,10.21,0.89,8,0
"397212",177.27452548,1.50633973,177.27452548,1.50633973,16.172,0.10593,0.10726,-22.46,5.79,0.2709,162.11,11.13,1.33,4,0
"220218",180.8180342,1.63546555,180.8180342,1.63546555,15.75,0.04772,0.04896,-20.98,5.26,0.0407,148.51,10.5,1.15,8,0
"617935",213.6693766,0.3962099,213.6693766,0.3962099,16.642,0.05436,0.05526,-20.4,0.89,0.3281,12.919998,9.97,0.76,3,0
"210346",137.89669497,0.06609023,137.89669497,0.06609023,18.431,0.05412,0.05523,-18.61,1.61,0.4067,0.4500122,9.49,1.08,3,0
"373235",140.00468319,1.28997081,140.00468319,1.28997081,17.415,0.08734,0.08851,-20.71,1.84,0.1719,117.25,10.38,1.23,3,0
"508268",216.52017589,-1.53893514,216.52017589,-1.53893514,16.519,0.05484,0.0557,-20.54,7.58,0.3404,37.270004,10.25,1.07,8,0
"91989",214.45214764,0.51094782,214.45214764,0.51094782,16.93,0.05328,0.05416,-20.36,3.63,0.0945,85.47001,10.25,1.16,8,0
"251075",217.04925557,1.93918094,217.04925557,1.93918094,17.269,0.08715,0.08801,-20.9,3.8,0.3161,86.29,10.55,1.33,3,1
"320147",217.12994457,1.76132816,217.12994457,1.76132816,16.634,0.11189,0.11277,-22.11,3.1,0.1982,100.369995,11.01,1.37,4,0
"185622",181.08444427,-1.53027621,181.08444427,-1.53027621,15.867,0.00488,0.0067,-15.47,43.81,0.2915,72.95001,7.87,0.54,8,0
"278348",130.54299245,0.76165189,130.54299245,0.76165189,18.732,0.04229,0.0433,-17.8,1.19,0.4353,68.46999,8.79,0.58,3,1
"41007",184.03322868,-0.7311568,184.03322868,-0.7311568,17.182,0.08385,0.08512,-20.91,3.83,0.1036,163.41,10.35,1.07,3,0
"3630097",136.66480565,-0.86527269,136.66480565,-0.86527269,15.006,0.03009,0.03117,,,,,10.18,0.87,8,0
"569617",219.6316762,-0.59943221,219.6316762,-0.59943221,16.334,0.07343,0.07425,-21.4,2.75,0.2014,161.57,10.57,1.08,3,0
"485097",213.98357233,-1.97666436,213.98357233,-1.97666436,16.393,0.08015,0.08107,-21.57,2.65,0.3538,21.480011,10.73,1.23,3,0
"618100",214.37772185,0.35053146,214.37772185,0.35053146,14.739,0.05353,0.05442,-22.33,9.24,0.2979,158.1,11.07,1.21,8,0
"78827",218.91698909,0.20493912,218.91698909,0.20493912,15.08,0.02926,0.03005,-20.56,3.37,0.2183,72.20001,10.3,1.07,8,0
"380674",129.57073286,1.81781918,129.57073286,1.81781918,16.366,0.07332,0.07434,-21.35,3.49,0.0291,60.53,10.66,1.23,3,0
"37061",216.32251164,-1.05173318,216.32251164,-1.05173318,16.015,0.10433,0.10523,-22.54,5.76,0.1188,81.549995,11.11,1.25,4,0
"551619",140.82468142,-0.56844663,140.82468142,-0.56844663,17.049,0.05627,0.05742,-20.09,1.15,0.0688,151.20999,10.19,1.23,8,0
"16514",219.19499935,0.71982659,219.19499935,0.71982659,15.337,0.05668,0.05749,-21.9,3.37,0.1035,44.39,10.95,1.29,8,0
"184044",174.68052383,-1.54061921,174.68052383,-1.54061921,17.23,0.0778,0.07911,-20.66,1.01,0.0335,74.939995,10.43,1.29,3,0
"561488",183.86994796,-0.4996142,183.86994796,-0.4996142,16.468,0.02087,0.02251,-18.48,3.12,0.3111,172.09,9.32,0.88,8,0
"560038",179.0259583,-0.51556549,179.0259583,-0.51556549,16.79,0.10694,0.10827,-21.92,2.64,0.3168,56.520004,10.91,1.34,4,0
"301994",135.90665676,1.29667124,135.90665676,1.29667124,16.862,0.0937,0.09483,-21.45,4.72,0.6259,86.03,10.66,1.23,3,0
"144673",181.09223651,-1.36758159,181.09223651,-1.36758159,16.691,0.08342,0.08471,-21.29,1.7,0.1165,16.700005,10.53,1.04,3,0
"65214",222.17002482,-0.21367695,222.17002482,-0.21367695,16.818,0.07529,0.07606,-21.02,2.1,0.5712,166.19,10.54,1.24,3,0
"509397",221.19365524,-1.51910411,221.19365524,-1.51910411,16.204,0.05594,0.05672,-20.94,5.55,0.1933,47.01001,10.24,0.85,8,0
"202480",129.92932234,-0.33696963,129.92932234,-0.33696963,16.108,0.05202,0.05303,-21.03,4.24,0.3106,100.19,10.56,1.21,8,0
"272658",180.31710161,1.36887275,180.31710161,1.36887275,16.69,0.10473,0.10604,-21.91,7.61,0.2687,150.04999,10.91,1.32,4,1
"485873",217.75014738,-1.80041697,217.75014738,-1.80041697,15.757,0.05391,0.05475,-21.2,27.87,0.0967,50.73001,10.61,1.2,8,1
"136843",176.29045562,-1.75454355,176.29045562,-1.75454355,16.774,0.10654,0.10788,-22.39,10.71,0.2265,74.31,11.04,1.25,4,0
"209241",132.50545118,0.15303958,132.50545118,0.15303958,17.142,0.10937,0.11047,-22.0,52.05,0.1407,50.869995,11.17,1.44,4,1
"693035",220.0447564,-0.29400066,220.0447564,-0.29400066,18.159,0.00653,0.00775,,,,,7.94,0.47,8,4
"700771",179.96175119,-1.38127691,179.96175119,-1.38127691,18.957,0.03581,0.03705,,,,,10.26,0.74,8,3
"3629663",136.34271526,-0.99095503,136.34271526,-0.99095503,16.08,0.09756,0.0987,,,,,11.03,1.25,4,0
"3895823",129.66193853,-0.85333128,129.66193853,-0.85333128,16.501,0.05095,0.05196,,,,,10.12,1.0,8,0
"508565",217.3855364,-1.51077842,217.3855364,-1.51077842,16.779,0.08209,0.08295,-21.18,2.92,0.1708,108.450005,10.65,1.31,3,1
"106810",217.30229529,0.85043713,217.30229529,0.85043713,15.69,0.05436,0.0552,-21.37,7.21,0.7556,151.01001,10.74,1.27,8,0
"238203",213.57276397,1.76955801,213.57276397,1.76955801,17.154,0.05453,0.05543,-19.77,3.86,0.3546,84.92999,10.02,1.18,8,0
"177231",176.10638816,-1.99663189,176.10638816,-1.99663189,16.397,0.0791,0.08041,-21.51,2.78,0.4469,123.92,10.83,1.37,3,0
"382505",137.1001386,2.00008099,137.1001386,2.00008099,15.959,0.05607,0.05717,-21.23,2.7,0.1039,108.78001,10.63,1.21,8,0
"417472",131.27959856,2.24742607,131.27959856,2.24742607,16.143,0.0508,0.05182,-20.94,9.56,0.7621,49.929993,10.59,1.28,8,1
"376585",134.28217235,1.41456235,134.28217235,1.41456235,16.345,0.05287,0.05394,-20.64,2.76,0.674,162.41,10.39,1.2,8,0
"345337",129.11784395,2.00102783,129.11784395,2.00102783,16.223,0.1044,0.10544,-22.4,2.34,0.2509,27.149994,11.11,1.33,4,1
"209368",133.15801412,0.12611733,133.15801412,0.12611733,15.744,0.06618,0.06725,-21.8,3.13,0.4814,60.660004,10.87,1.24,3,0
"376703",134.73813963,1.43825517,134.73813963,1.43825517,15.622,0.05204,0.05311,-21.35,3.22,0.1494,80.630005,10.74,1.28,8,0
"54263",177.33785805,-0.38457457,177.33785805,-0.38457457,16.739,0.08289,0.0842,-21.31,1.95,0.2606,96.69,10.79,1.44,3,1
"380734",129.74517063,1.73462278,129.74517063,1.73462278,15.764,0.07243,0.07345,-21.97,3.23,0.0457,152.09,10.96,1.29,8,0
"517465",132.53360618,2.61652557,132.53360618,2.61652557,17.292,0.0583,0.05934,-19.9,1.61,0.3621,21.050003,10.1,1.22,8,0
"177969",178.46741825,-1.97492224,178.46741825,-1.97492224,15.744,0.0759,0.0772,-22.08,4.01,0.2087,62.630005,11.03,1.33,8,0
"15518",215.88926467,0.73144832,215.88926467,0.73144832,17.507,0.08547,0.08636,-20.55,2.25,0.4341,17.880005,10.31,1.21,3,0
"485679",217.00945391,-1.85142328,217.00945391,-1.85142328,15.29,0.05408,0.05493,-21.8,16.71,0.5325,132.94,10.68,0.96,8,0
"93964",223.35109686,0.59664613,223.35109686,0.59664613,16.128,0.04481,0.04553,-20.43,1.97,0.1719,175.25,10.24,1.1,8,0
"278492",131.86288641,0.85697363,131.86288641,0.85697363,16.312,0.08663,0.0877,-21.88,4.25,0.5985,51.320007,10.83,1.2,3,0
"386136",129.66719874,2.11004567,129.66719874,2.11004567,15.84,0.03127,0.03225,-19.96,3.2,0.0431,83.51001,9.64,0.55,8,0
"136646",175.87686982,-1.75670935,175.87686982,-1.75670935,16.936,0.10638,0.10772,-21.88,2.48,0.0901,34.320007,10.92,1.36,4,0
"210948",140.52188119,0.15089865,140.52188119,0.15089865,16.467,0.06939,0.07055,-21.26,2.6,0.1921,130.23999,10.65,1.23,3,0
"197245",134.37459999,-0.73245744,134.37459999,-0.73245744,16.058,0.1052,0.10633,-22.57,3.57,0.1146,66.09,11.2,1.38,4,0
"487115",223.02639643,-1.73023429,223.02639643,-1.73023429,16.465,0.0835,0.08426,-21.57,2.34,0.361,28.809998,10.8,1.32,3,0
"387859",137.96357595,2.45276458,137.96357595,2.45276458,16.846,0.09141,0.09256,-21.4,2.09,0.0352,168.09,10.6,1.16,3,0
"71063",182.88361495,0.1318303,182.88361495,0.1318303,15.499,0.07964,0.08091,-22.37,3.78,0.0291,64.78999,11.14,1.34,8,1
"382215",135.74724487,2.0123424,135.74724487,2.0123424,17.143,0.07054,0.07164,-20.54,2.97,0.5151,133.37,10.37,1.25,3,0
"551497",140.54745811,-0.49894156,140.54745811,-0.49894156,19.701,0.05278,0.05392,-17.9,1.47,0.01,56.90001,9.76,1.73,3,1
"220511",181.83441253,1.5541504,181.83441253,1.5541504,16.31,0.0777,0.07897,-21.55,3.6,0.3895,161.70001,10.81,1.33,3,0
"106255",215.295047,0.84958684,215.295047,0.84958684,16.724,0.08483,0.08573,-21.32,3.0,0.3572,43.89,10.6,1.19,3,0
"371264",130.77893407,0.96276687,130.77893407,0.96276687,16.378,0.07705,0.07809,-21.46,2.9,0.1587,16.679993,10.68,1.2,3,0
"178541",180.75530364,-1.91402722,180.75530364,-1.91402722,15.652,0.07044,0.07172,-21.97,8.19,0.448,47.369995,10.88,1.19,3,0
"319397",214.35212616,1.9621318,214.35212616,1.9621318,15.883,0.05257,0.05345,-21.08,4.15,0.2976,52.319992,10.52,1.15,8,0
"228219",216.60727009,1.26770483,216.60727009,1.26770483,17.0,0.05534,0.05619,-20.67,9.11,0.7085,57.58,10.71,1.54,8,1
"618932",217.41479193,0.3676446,217.41479193,0.3676446,16.76,0.05838,0.05922,-20.34,19.77,0.3134,25.649994,10.25,1.17,8,0
"592808",214.07897011,-0.19451325,214.07897011,-0.19451325,17.262,0.08387,0.08479,-20.88,2.88,0.3126,48.800003,10.34,1.07,3,1
"536454",182.39681085,-0.91247515,182.39681085,-0.91247515,14.994,0.05989,0.06115,-22.32,6.69,0.1776,156.1,11.08,1.23,8,0
"508181",216.15808386,-1.63229198,216.15808386,-1.63229198,15.349,0.05498,0.05584,-21.76,7.68,0.3529,172.7,10.82,1.18,8,0
"14696",212.63444736,0.63652793,212.63444736,0.63652793,15.886,0.10545,0.10641,-22.79,8.5,0.0299,60.789993,11.32,1.41,4,0
"137074",176.96047891,-1.72795492,176.96047891,-1.72795492,16.956,0.08308,0.08439,-21.12,2.61,0.3453,80.34,10.63,1.33,3,0
"297004",214.28228395,1.36276383,214.28228395,1.36276383,18.103,0.05408,0.05497,-19.94,19.88,0.59,46.47,10.64,1.41,8,1
"48428",217.02547145,-0.64441096,217.02547145,-0.64441096,17.136,0.07364,0.0745,-20.75,0.89,0.4495,146.92,10.35,1.11,3,0
"517088",130.67564482,2.44175703,130.67564482,2.44175703,16.906,0.05015,0.05116,-19.96,14.62,0.2788,72.119995,10.03,1.07,8,1
"422808",132.52806373,2.65171941,132.52806373,2.65171941,17.15,0.05971,0.06076,-20.85,2.08,0.3097,127.34,10.52,1.27,3,0
"543998",213.55488691,-0.89439522,213.55488691,-0.89439522,14.142,0.03789,0.03878,-22.11,12.21,0.4501,98.1,10.9,1.06,8,0
"386366",131.73624677,2.24486835,131.73624677,2.24486835,16.371,0.06003,0.06107,-20.85,2.53,0.5012,1.7900085,10.4,1.11,3,0
"221015",184.34089234,1.59914717,184.34089234,1.59914717,16.633,0.07494,0.07619,-21.15,4.16,0.6698,122.59,10.51,1.13,3,0
"560745",181.62259801,-0.55773067,181.62259801,-0.55773067,16.266,0.09534,0.09664,-22.12,1.91,0.5356,10.839996,10.93,1.23,4,1
"278767",133.7029069,0.8507265,133.7029069,0.8507265,16.081,0.10724,0.10835,-22.96,10.25,0.3864,3.9400024,11.14,1.04,4,0
"217009",140.81166595,0.43077604,140.81166595,0.43077604,17.603,0.05658,0.05773,-19.51,0.89,0.1853,46.319992,9.72,0.92,3,0
"549263",131.02626088,-0.42258392,131.02626088,-0.42258392,16.94,0.05271,0.05374,-19.98,3.68,0.2472,88.91,9.83,0.82,3,0
"622486",133.60714288,0.74439095,133.60714288,0.74439095,16.64,0.10546,0.10657,-22.28,3.86,0.6654,98.23,11.15,1.45,4,1
"319197",213.75510822,1.77583006,213.75510822,1.77583006,16.414,0.05519,0.05608,-20.65,2.85,0.573,58.820007,10.38,1.2,8,0
"509725",222.63987949,-1.48556712,222.63987949,-1.48556712,15.428,0.04293,0.04367,-21.0,3.98,0.4977,122.12,10.4,1.0,8,0
"209832",135.21856703,0.09683827,135.21856703,0.09683827,17.542,0.05295,0.05403,-19.46,1.65,0.6958,70.600006,9.78,1.01,3,0
"48735",218.37551508,-0.83115287,218.37551508,-0.83115287,16.0,0.05593,0.05675,-21.11,2.54,0.7408,57.0,10.61,1.25,8,0
"230787",181.06213957,1.86667151,181.06213957,1.86667151,16.739,0.02083,0.02246,-18.19,2.33,0.1909,129.74,9.34,1.05,8,0
"561180",183.14104661,-0.5243065,183.14104661,-0.5243065,15.995,0.07197,0.07324,-21.73,4.63,0.5447,42.67,10.9,1.33,3,0
"301071",132.02315752,1.11458721,132.02315752,1.11458721,17.155,0.08739,0.08846,-20.99,2.01,0.6013,47.48999,10.48,1.21,3,0
"375615",130.04200051,1.24630305,130.04200051,1.24630305,16.113,0.07791,0.07894,-21.75,2.44,0.1404,23.919998,10.7,1.07,3,0
"371748",132.60506968,1.00392857,132.60506968,1.00392857,16.278,0.10608,0.10718,-22.35,2.53,0.0715,91.07,11.05,1.29,4,0
"92015",214.56425191,0.57451246,214.56425191,0.57451246,18.072,0.04981,0.05069,-18.79,1.85,0.4729,55.569992,9.5,0.99,3,0
"382152",135.42424101,1.85215356,135.42424101,1.85215356,16.476,0.05676,0.05784,-20.6,5.4,0.285,8.76001,10.12,0.87,8,0
"179665",185.91417641,-1.94466361,185.91417641,-1.94466361,18.298,0.0252,0.02647,-16.98,1.91,0.4494,101.54,8.41,0.52,8,0
"610846",182.01605441,0.37879953,182.01605441,0.37879953,15.234,0.04061,0.04184,-21.15,4.33,0.1573,175.51999,10.56,1.13,8,0
"518913",138.48818769,2.96005614,138.48818769,2.96005614,16.006,0.07166,0.07279,-21.68,3.45,0.4005,47.75,10.75,1.16,3,0
"184234",175.68429154,-1.48754249,175.68429154,-1.48754249,17.106,0.02912,0.03037,-18.51,6.78,0.0505,62.089996,9.01,0.48,8,0
"219729",178.89720115,1.59568126,178.89720115,1.59568126,17.062,0.07859,0.07988,-20.82,1.36,0.5768,96.659996,10.42,1.2,3,0
"251974",221.37004337,1.89014253,221.37004337,1.89014253,17.496,0.03338,0.03413,-18.41,2.28,0.4571,96.1,9.32,0.93,8,0
"583355",174.3904446,-0.13860077,174.3904446,-0.13860077,19.554,0.07601,0.07732,-19.54,2.89,0.6007,165.15,10.4,1.96,3,1
"380962",130.79127415,1.71410041,130.79127415,1.71410041,17.448,0.07661,0.07765,-20.47,0.99,0.6533,120.12,10.34,1.27,3,0
"279874",139.71584555,1.10563166,139.71584555,1.10563166,16.684,0.08705,0.08822,-21.49,1.77,0.2367,121.67,10.79,1.34,3,0
"71028",182.83826966,0.05212742,182.83826966,0.05212742,17.502,0.07828,0.07955,-20.37,1.16,0.6421,138.93,10.32,1.31,3,0
"98909",180.40013459,0.98168751,180.40013459,0.98168751,16.989,0.08527,0.08656,-22.1,10.71,0.6769,82.25,11.12,1.43,8,1
"617989",213.86801164,0.22734304,213.86801164,0.22734304,16.11,0.05394,0.05484,-20.89,2.27,0.6231,52.619995,10.45,1.16,8,0
"221017",184.3414175,1.57772049,184.3414175,1.57772049,16.003,0.07495,0.0762,-21.8,3.8,0.3563,160.45001,10.84,1.22,3,0
"136866",176.25311607,-1.72605359,176.25311607,-1.72605359,17.778,0.02606,0.02734,-17.51,5.17,0.2078,14.309998,8.93,0.89,8,0
"144127",178.95534935,-1.36627344,178.95534935,-1.36627344,18.819,0.01829,0.02028,-15.94,4.4,0.3,105.85,8.21,0.76,8,0
"48010",215.45734821,-0.77746188,215.45734821,-0.77746188,15.237,0.05496,0.05583,-21.82,3.7,0.122,68.0,10.85,1.2,8,0
"47941",215.0718351,-0.6531616,215.0718351,-0.6531616,17.385,0.08362,0.08452,-20.61,0.94,0.3789,120.7,10.33,1.21,3,0
"491887",213.77500432,-1.55687512,213.77500432,-1.55687512,14.759,0.0375,0.03839,-21.41,3.46,0.2984,110.91,10.61,1.05,8,0
"505509",220.20671806,-1.85544362,220.20671806,-1.85544362,16.795,0.07781,0.07862,-21.09,1.05,0.779,86.87001,10.49,1.16,3,0
"205168",140.72565299,-0.34796012,140.72565299,-0.34796012,16.793,0.05626,0.05741,-20.33,2.1,0.7339,15.820007,10.26,1.19,8,0
"622602",134.17587093,0.63301243,134.17587093,0.63301243,17.999,0.05273,0.0538,-19.01,1.31,0.3372,29.699997,9.59,0.99,3,0
"373165",139.72413712,1.14559876,139.72413712,1.14559876,17.418,0.08764,0.08881,-20.76,0.94,0.1001,139.36,10.49,1.35,3,0
"609777",177.18478089,0.25655327,177.18478089,0.25655327,16.471,0.09552,0.09684,-21.98,2.03,0.537,171.65,10.99,1.37,4,0
"79294",220.94325251,0.20741093,220.94325251,0.20741093,16.826,0.02846,0.0292,-18.71,3.74,0.7196,148.97,9.14,0.54,8,1
"504713",217.04186552,-1.94160551,217.04186552,-1.94160551,15.346,0.05383,0.05468,-21.69,5.4,0.6729,112.40001,10.47,0.75,8,0
"377962",139.7422809,1.56468554,139.7422809,1.56468554,17.745,0.03732,0.03843,-18.43,2.03,0.1813,47.979996,9.05,0.59,8,0
"574617",136.43827158,-0.19325484,136.43827158,-0.19325484,16.638,0.07642,0.07754,-21.12,2.42,0.1477,131.92001,10.33,0.9,3,0
"84900",180.09965191,0.49066872,180.09965191,0.49066872,14.547,0.02573,0.027,-20.82,6.51,0.553,172.39,10.44,1.11,8,0
"56439",185.92565787,-0.2572522,185.92565787,-0.2572522,18.481,0.02501,0.02628,-17.69,9.41,0.1468,132.16,8.66,0.46,8,0
"297943",217.72679521,1.27763582,217.72679521,1.27763582,16.05,0.03226,0.03307,-20.3,9.35,0.7682,168.98999,10.36,1.21,8,1
"550780",137.42007561,-0.4662267,137.42007561,-0.4662267,15.983,0.07014,0.07127,-21.6,3.57,0.3799,14.98999,10.6,0.99,3,0
"278846",133.94461373,0.80156918,133.94461373,0.80156918,17.353,0.04138,0.04243,-19.07,3.86,0.6318,129.4,9.54,0.89,8,0
"288457",178.74013846,1.85031292,178.74013846,1.85031292,16.491,0.04676,0.04801,-20.15,3.89,0.4359,152.69,9.72,0.59,3,0
"92676",217.15651731,0.55280067,217.15651731,0.55280067,14.793,0.00527,0.00651,-17.69,12.53,0.694,67.53,8.8,0.61,8,0
"70023",178.0185453,0.08101219,178.0185453,0.08101219,16.999,0.05846,0.05973,-20.26,3.18,0.6522,73.109985,10.33,1.32,8,0
"98881",180.31582651,0.89718193,180.31582651,0.89718193,16.793,0.08522,0.08651,-21.23,4.85,0.6626,84.77002,10.59,1.21,3,0
"136880",176.33707383,-1.81279084,176.33707383,-1.81279084,16.109,0.02677,0.02803,-19.33,3.79,0.5726,69.34,9.78,1.05,8,0
"560779",181.75398791,-0.62858555,181.75398791,-0.62858555,18.349,0.02271,0.02416,-16.69,1.53,0.2984,131.70999,8.47,0.7,8,0
"545576",220.19866987,-0.96812552,220.19866987,-0.96812552,15.999,0.05699,0.05778,-21.1,2.9,0.1964,41.75,10.24,0.76,8,0
"99569",183.4148705,0.97768705,183.4148705,0.97768705,15.77,0.06436,0.06561,-21.63,3.74,0.4778,28.979996,10.67,1.06,3,0
"227317",213.02676898,1.20157695,213.02676898,1.20157695,17.31,0.02533,0.02624,-17.95,3.29,0.1832,104.100006,9.08,0.85,8,0
"107503",220.44323142,0.92049724,220.44323142,0.92049724,16.295,0.03337,0.03414,-19.59,2.23,0.4146,139.82999,9.64,0.75,8,0
"371600",132.11063109,1.06617906,132.11063109,1.06617906,15.214,0.02831,0.0293,-20.38,18.26,0.6487,143.67,10.0,0.77,8,1
"417441",131.13327494,2.29648443,131.13327494,2.29648443,17.216,0.05114,0.05216,-21.39,7.75,0.6861,26.859985,10.78,1.3,8,0
"575385",139.69754175,-0.17392387,139.69754175,-0.17392387,17.083,0.05685,0.05799,-20.11,3.27,0.4061,48.229996,10.12,1.13,8,0
"371257",130.68618985,1.00845713,130.68618985,1.00845713,17.162,0.08561,0.08666,-20.88,2.32,0.3862,77.72,10.42,1.18,3,0
"348048",140.09045935,2.30742962,140.09045935,2.30742962,16.979,0.08593,0.08709,-21.1,2.86,0.1408,26.200012,10.42,1.06,3,0
"185190",179.49464921,-1.55768041,179.49464921,-1.55768041,16.734,0.02022,0.02195,-18.19,5.29,0.3192,12.790009,9.01,0.63,8,0
"30916",177.34806988,-1.08377011,177.34806988,-1.08377011,13.639,0.02048,0.02217,-21.41,19.65,0.8198,73.520004,10.8,1.26,8,0
"534840",175.37763477,-0.8857111,175.37763477,-0.8857111,17.368,0.05462,0.0559,-19.65,8.05,0.6663,140.43,9.54,0.62,3,0
"220603",182.30863865,1.65730156,182.30863865,1.65730156,16.68,0.0808,0.08207,-21.23,3.21,0.0256,9.279999,10.33,0.85,3,0
"238507",214.55491398,1.64643784,214.55491398,1.64643784,16.568,0.08304,0.08394,-21.46,2.52,0.7188,68.5,10.62,1.13,3,0
"177010",175.29956564,-1.96232455,175.29956564,-1.96232455,16.095,0.05417,0.05545,-20.92,2.86,0.7507,172.6,10.55,1.26,8,0
"505773",221.62808532,-1.85776848,221.62808532,-1.85776848,17.337,0.02948,0.03023,-18.6,8.44,0.413,44.83,8.91,0.31,3,0
"288683",179.72480878,1.73565019,179.72480878,1.73565019,16.662,0.078,0.07928,-21.45,6.55,0.3498,36.36,10.33,0.74,3,0
"9352",185.977189,0.83052966,185.977189,0.83052966,16.99,0.02426,0.02557,-18.23,2.07,0.4717,111.22,8.97,0.58,8,0
"583863",177.06637872,-0.05789305,177.06637872,-0.05789305,16.161,0.09648,0.0978,-22.47,9.25,0.2866,161.29999,11.42,1.54,4,1
"560918",182.26999115,-0.56820974,182.26999115,-0.56820974,15.767,0.06322,0.06448,-21.6,2.92,0.2912,154.43,10.8,1.26,3,0
"376161",132.27742911,1.34589272,132.27742911,1.34589272,19.071,0.02564,0.02653,-16.32,0.68,0.3731,112.43,8.2,0.59,8,0
"549706",132.54850478,-0.56793967,132.54850478,-0.56793967,16.594,0.07277,0.07384,-21.13,1.83,0.1294,37.97,10.5,1.13,3,0
"238453",214.30321406,1.71399133,214.30321406,1.71399133,15.731,0.05458,0.05546,-21.32,3.29,0.1013,19.169998,10.69,1.24,8,0
"250183",214.23885064,1.9748295,214.23885064,1.9748295,17.025,0.05884,0.05973,-20.24,0.85,0.1163,58.589996,10.23,1.22,8,0
"30617",176.15629289,-1.14421185,176.15629289,-1.14421185,16.732,0.0783,0.07961,-21.16,2.25,0.3907,124.62,10.67,1.35,3,0
"396735",174.84474055,1.52212017,174.84474055,1.52212017,16.748,0.07626,0.07756,-21.15,2.12,0.6416,144.17,10.63,1.31,3,0
"544755",216.82066987,-0.92122819,216.82066987,-0.92122819,15.839,0.05356,0.05441,-21.25,3.13,0.5807,82.639984,10.68,1.26,8,0
"48272",216.52226813,-0.67339806,216.52226813,-0.67339806,16.465,0.10332,0.10421,-22.88,2.18,0.1843,123.229996,11.22,1.03,4,0
"221332",185.67123346,1.637359,185.67123346,1.637359,16.945,0.0913,0.09256,-21.37,4.82,0.4229,140.79001,10.68,1.26,3,0
"7209",176.1858632,0.65651143,176.1858632,0.65651143,16.332,0.0929,0.09422,-21.96,4.61,0.4467,88.95999,10.86,1.19,3,0
"586321",184.61129766,-0.13060588,184.61129766,-0.13060588,16.542,0.05043,0.05166,-20.35,1.15,0.1077,15.419998,10.09,0.92,8,0
"16372",218.509336,0.6560075,218.509336,0.6560075,15.927,0.03128,0.03208,-19.84,5.02,0.1317,150.9,9.99,1.05,8,0
"319395",214.34003447,1.82118909,214.34003447,1.82118909,15.552,0.05416,0.05504,-21.48,5.15,0.181,51.1,10.71,1.19,8,0
"585750",184.25238288,-0.16358507,184.25238288,-0.16358507,15.747,0.07157,0.07283,-22.01,4.48,0.1599,70.79001,10.99,1.3,8,1
"278725",133.51835213,0.85320987,133.51835213,0.85320987,14.419,0.04081,0.04186,-22.08,5.47,0.1097,78.359985,11.0,1.21,8,0
"543536",211.89550733,-0.97077947,211.89550733,-0.97077947,17.546,0.05403,0.05496,-19.63,0.53,0.2897,86.45001,10.0,1.22,8,0
"505341",219.37847319,-1.96418974,219.37847319,-1.96418974,15.672,0.05038,0.05119,-21.26,3.13,0.3804,128.31,10.65,1.21,8,0
