CUBEIDPUB,CUBEID,CATID,CUBEFWHM,ISBEST,CATSOURCE,WARNSTAR,WARNFILL,WARNZ,WARNMULT,WARNSKER,WARNWCS,WARNEMFT,WARNSKEM,WARNSK2M,WARNSK4M
"9011900100_A","9011900100_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08","9011900100",2.313176,1,2,0,0,0,0,0,0,0,0,0,0
"9011900101_A","9011900101_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08","9011900101",1.8188019,1,2,0,0,0,0,0,0,0,0,0,0
"9011900103_A","9011900103_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05","9011900103",1.7275324,1,2,0,0,0,0,0,0,0,0,0,0
"9011900113_A","9011900113_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05","9011900113",1.7275324,1,2,0,0,0,0,0,0,0,0,0,0
"9011900115_B","9011900115_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26","9011900115",2.408647,0,2,0,0,0,0,0,0,0,0,0,0
"9011900115_A","9011900115_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04","9011900115",2.4381397,1,2,0,0,0,0,0,0,0,0,0,0
"9011900117_A","9011900117_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13","9011900117",2.130594,1,3,0,1,0,0,0,0,0,0,0,0
"9011900118_A","9011900118_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900118",1.8624376,1,2,0,0,0,0,0,0,0,0,0,0
"9011900121_A","9011900121_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05","9011900121",1.7275324,1,2,0,0,0,0,0,0,0,0,0,0
"9011900123_A","9011900123_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26","9011900123",2.4285378,1,2,0,0,0,0,0,0,0,0,0,0
"9011900125_A","9011900125_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04","9011900125",2.1671114,1,2,0,0,0,0,0,0,0,0,0,0
"9011900127_A","9011900127_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04","9011900127",2.1671114,1,2,0,0,0,0,0,0,0,0,0,0
"9011900128_A","9011900128_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900128",1.8624376,1,2,0,0,0,0,0,0,0,0,0,0
"9011900137_A","9011900137_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04","9011900137",2.1671114,1,2,0,0,0,0,0,0,0,0,0,0
"9011900138_A","9011900138_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04","9011900138",2.1671114,1,2,0,0,0,0,0,0,0,0,0,0
"9011900144_A","9011900144_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08","9011900144",2.313176,1,2,0,0,0,0,0,0,0,0,0,0
"9011900147_A","9011900147_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04","9011900147",2.2519252,1,2,0,0,0,0,0,0,0,0,0,0
"9011900150_A","9011900150_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08","9011900150",2.6379173,1,2,0,0,0,0,0,0,0,0,0,0
"9011900152_B","9011900152_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26","9011900152",2.408647,0,2,0,0,0,0,0,0,0,0,0,0
"9011900152_A","9011900152_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04","9011900152",2.4381397,1,2,0,0,0,0,0,0,0,0,0,0
"9011900156_A","9011900156_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04","9011900156",2.1671114,1,2,0,0,0,0,0,0,0,0,0,0
"9011900157_A","9011900157_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900157",1.8624376,1,2,0,0,0,0,0,0,0,0,0,0
"561488_A","561488_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12","561488",1.8404375,1,1,0,0,0,0,0,0,0,0,0,0
"56181_A","56181_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22","56181",2.5498943,1,1,0,0,0,0,0,0,0,0,0,0
"56183_A","56183_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","56183",2.0850441,1,1,0,0,0,0,1,0,0,0,0,0
"56183_B","56183_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","56183",1.9624666,0,1,0,0,0,0,0,0,0,0,0,0
"56183_C","56183_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12","56183",2.3170059,0,1,0,0,0,0,0,0,0,0,0,0
"561856_A","561856_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","561856",2.0850441,1,1,0,0,0,0,0,0,0,0,0,0
"561856_B","561856_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","561856",1.9624666,0,1,0,0,0,0,0,0,0,0,0,0
"561856_C","561856_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12","561856",2.3170059,0,1,0,0,0,0,0,0,0,0,0,0
"561856_D","561856_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","561856",2.0049415,0,1,0,0,0,0,0,0,0,0,0,0
"561891_A","561891_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","561891",2.0049415,1,1,0,0,0,0,0,0,0,0,0,0
"567445_A","567445_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22","567445",1.700549,1,1,0,0,0,0,0,0,0,0,0,0
"567545_A","567545_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","567545",2.0602028,1,1,0,0,0,0,0,0,0,0,0,0
"567586_A","567586_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22","567586",1.700549,1,1,0,0,0,0,0,0,0,0,0,0
"567598_A","567598_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22","567598",1.700549,1,1,0,0,0,0,0,0,0,0,0,0
"567624_A","567624_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","567624",2.0602028,1,1,0,0,0,0,0,0,0,0,0,0
"567676_A","567676_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17","567676",1.9195344,1,1,0,0,0,0,0,0,0,0,0,0
"567678_A","567678_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17","567678",1.9195344,1,1,0,0,0,0,0,0,0,0,0,0
"567682_A","567682_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10","567682",1.427876,0,1,0,0,0,0,0,0,0,0,0,0
"567682_B","567682_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10","567682",1.1258953,1,1,0,0,0,0,0,0,0,0,0,0
"567682_C","567682_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01","567682",2.0829816,0,1,0,0,0,0,0,0,0,0,0,0
"567736_A","567736_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17","567736",1.9195344,1,1,0,0,0,0,0,0,0,0,0,0
"567750_A","567750_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01","567750",1.4813128,1,1,0,0,0,0,0,0,0,0,0,0
"567750_B","567750_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22","567750",1.4842017,0,1,0,0,0,0,0,0,0,0,0,0
"567760_A","567760_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10","567760",1.427876,1,1,0,0,0,0,0,0,0,0,0,0
"567760_B","567760_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10","567760",1.1258953,0,1,0,0,0,0,0,0,0,0,0,0
"567760_C","567760_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01","567760",2.0829816,0,1,0,0,0,0,0,0,0,0,0,0
"567876_A","567876_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01","567876",1.4813128,1,1,0,0,0,0,0,0,0,0,0,0
"567876_B","567876_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22","567876",1.4842017,0,1,0,0,0,0,0,0,0,0,0,0
"567983_A","567983_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01","567983",1.4813128,1,1,0,0,0,0,0,0,0,0,0,0
"567983_B","567983_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22","567983",1.4842017,0,1,0,0,0,0,0,0,0,0,0,0
"568549_A","568549_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01","568549",1.5509516,1,1,0,0,0,0,0,0,0,0,0,0
"568817_A","568817_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13","568817",2.2071104,1,1,0,0,0,0,0,0,0,0,0,0
"216155_A","216155_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13","216155",1.7481865,1,1,0,0,0,0,0,0,0,0,0,0
"216184_A","216184_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13","216184",1.7481865,1,1,0,0,0,0,0,0,0,0,0,0
"216396_A","216396_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","216396",2.4222467,1,1,0,0,0,0,0,0,0,0,0,0
"216401_A","216401_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05","216401",2.1418517,1,1,0,0,0,0,0,0,0,0,0,0
"216532_A","216532_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","216532",2.4222467,1,3,0,1,0,0,0,0,0,0,0,0
"216670_A","216670_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25","216670",1.947495,1,1,0,0,0,0,0,0,0,0,0,0
"216843_A","216843_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17","216843",2.5245326,1,1,0,0,0,0,0,0,0,0,0,0
"21836_A","21836_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16","21836",2.8182945,1,1,0,0,0,0,0,0,0,0,0,0
"218681_A","218681_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25","218681",1.947495,1,1,0,0,0,0,0,0,0,0,0,0
"218713_A","218713_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17","218713",2.5245326,1,1,0,0,0,0,0,0,0,0,0,0
"218717_A","218717_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","218717",1.852552,1,1,0,0,0,0,1,0,0,0,0,0
"21979_A","21979_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01","21979",1.6577917,1,1,0,0,0,0,0,0,0,0,0,0
"219992_A","219992_7_Y17SAR3_P009_12T110_2018_04_09-2018_04_19","219992",1.9756787,1,1,0,0,0,0,0,0,0,0,0,0
"220112_A","220112_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20","220112",2.2397242,1,1,0,0,0,0,0,0,0,0,0,0
"220126_A","220126_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20","220126",2.2397242,1,1,0,0,0,0,0,0,0,0,0,0
"220170_A","220170_6_Y14SAR1_P002_12T042_2015_02_16-2015_02_25","220170",3.0932822,1,1,0,0,0,0,0,0,0,0,0,0
"220217_A","220217_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16","220217",1.7784617,1,1,0,0,0,0,0,0,0,0,0,0
"220218_A","220218_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20","220218",2.2397242,1,1,0,0,0,0,0,0,0,0,0,0
"220227_A","220227_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25","220227",2.2604034,1,1,0,0,0,0,0,0,0,0,0,0
"220275_A","220275_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25","220275",2.2604034,1,1,0,0,0,0,0,0,0,0,0,0
"220319_A","220319_6_Y14SAR1_P002_12T042_2015_02_16-2015_02_25","220319",3.0932822,1,1,0,0,0,0,0,0,0,0,0,0
"220320_A","220320_7_Y13SAR1_P014_12T001_2013_04_12-2013_04_16","220320",2.1439502,1,1,0,0,0,0,0,0,0,0,0,0
"569433_A","569433_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19","569433",3.119834,1,1,0,0,0,0,0,0,0,0,0,0
"569466_A","569466_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19","569466",3.119834,1,1,0,0,0,0,0,0,0,0,0,0
"569555_A","569555_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19","569555",3.119834,1,1,0,0,0,0,0,0,0,0,0,0
"570033_A","570033_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","570033",2.029567,1,1,0,0,0,0,0,0,0,0,0,0
"570033_C","570033_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16","570033",1.593816,0,1,0,0,0,0,0,0,0,0,0,0
"570033_B","570033_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","570033",3.474449,0,1,0,0,0,0,0,0,0,0,0,0
"570090_A","570090_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","570090",2.029567,1,1,0,0,0,0,0,0,0,0,0,0
"570090_C","570090_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16","570090",1.593816,0,1,0,0,0,0,0,0,0,0,0,0
"570090_B","570090_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","570090",3.474449,0,1,0,0,0,0,0,0,0,0,0,0
"570110_A","570110_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","570110",2.029567,1,1,0,0,0,0,0,0,0,0,0,0
"9044200004_A","9044200004_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200004",2.5407925,1,2,0,0,0,0,0,0,0,0,0,0
"9044200007_A","9044200007_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200007",1.7491294,1,2,0,0,0,0,0,0,0,0,0,0
"9044200015_A","9044200015_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200015",1.6830466,1,2,0,0,0,0,0,0,0,0,0,0
"9044200025_A","9044200025_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200025",2.5407925,1,2,0,0,0,0,0,0,0,0,0,0
"9044200027_A","9044200027_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200027",1.6830466,1,2,0,0,0,0,0,0,0,0,0,0
"570110_C","570110_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16","570110",1.593816,0,1,0,0,0,0,0,0,0,0,0,0
"570110_B","570110_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","570110",3.474449,0,1,0,0,0,0,0,0,0,0,0,0
"570114_A","570114_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","570114",2.029567,1,1,0,0,0,0,0,0,0,0,0,0
"570114_C","570114_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16","570114",1.593816,0,1,0,0,0,0,0,0,0,0,0,0
"570114_B","570114_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","570114",3.474449,0,1,0,0,0,0,0,0,0,0,0,0
"570119_A","570119_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05","570119",2.1248715,1,1,0,0,0,0,0,0,0,0,0,0
"570174_A","570174_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05","570174",2.1248715,1,1,0,0,0,0,0,0,0,0,0,0
"570197_A","570197_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05","570197",1.5549065,1,1,0,0,0,0,0,0,0,0,0,0
"570203_A","570203_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19","570203",2.231909,1,1,0,0,0,0,0,0,0,0,0,0
"570206_A","570206_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17","570206",2.1411994,1,1,0,0,0,0,0,0,0,0,0,0
"570207_A","570207_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17","570207",2.1411994,1,1,0,0,0,0,0,0,0,0,0,0
"570214_A","570214_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05","570214",1.5549065,1,1,0,0,0,0,0,0,0,0,0,0
"570227_A","570227_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17","570227",2.6744988,1,1,0,0,0,0,0,0,0,0,0,0
"570233_A","570233_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05","570233",1.5549065,1,1,0,0,0,0,0,0,0,0,0,0
"570240_A","570240_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19","570240",2.231909,1,1,0,0,0,0,0,0,0,0,0,0
"570364_A","570364_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19","570364",2.231909,1,1,0,0,0,0,0,0,0,0,0,0
"572402_A","572402_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14","572402",2.0186963,1,1,0,0,0,0,0,0,0,0,0,0
"573586_A","573586_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13","573586",1.7604245,1,1,0,0,0,0,0,0,0,0,0,0
"573617_A","573617_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19","573617",1.5288186,1,1,0,0,0,0,0,0,0,0,0,0
"573620_A","573620_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02","573620",1.7896458,1,1,0,0,0,0,0,0,0,0,0,0
"573621_A","573621_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13","573621",1.7604245,1,1,0,0,0,0,0,0,0,0,0,0
"573625_A","573625_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02","573625",1.7896458,1,1,0,0,0,0,0,0,0,0,0,0
"573736_A","573736_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19","573736",1.5288186,1,1,0,0,0,0,0,0,0,0,0,0
"573756_A","573756_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02","573756",1.7896458,1,1,0,0,0,0,0,0,0,0,0,0
"573776_A","573776_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02","573776",1.7896458,1,1,0,0,0,0,0,0,0,0,0,0
"573872_A","573872_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05","573872",1.5606548,1,1,0,0,0,0,0,0,0,0,0,0
"537386_A","537386_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16","537386",3.296584,1,1,0,0,0,0,0,0,0,0,0,0
"537399_A","537399_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22","537399",2.5498943,1,1,0,0,0,0,0,0,0,0,0,0
"537417_A","537417_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","537417",2.0850441,1,1,0,0,0,0,0,0,0,0,0,0
"537417_B","537417_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","537417",1.9624666,0,1,0,0,0,0,0,0,0,0,0,0
"537417_C","537417_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12","537417",2.3170059,0,1,0,0,0,0,0,0,0,0,0,0
"537417_D","537417_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","537417",2.0049415,0,1,0,0,0,0,0,0,0,0,0,0
"537426_A","537426_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","537426",2.0049415,1,1,0,0,0,0,0,0,0,0,0,0
"537467_A","537467_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","537467",2.0049415,1,1,0,0,0,2,0,0,0,0,0,0
"537476_A","537476_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","537476",2.0049415,1,1,0,0,0,0,0,0,0,0,0,0
"53770_A","53770_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19","53770",2.3672585,1,1,0,0,0,0,0,0,0,0,0,0
"53771_A","53771_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16","53771",2.9500344,1,1,0,0,0,0,0,0,0,0,0,0
"53809_A","53809_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16","53809",2.9500344,1,1,0,0,0,0,0,0,0,0,0,0
"53977_A","53977_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01","53977",2.0463061,1,1,0,0,0,0,0,0,0,0,0,0
"54102_A","54102_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13","54102",2.2091076,1,1,0,0,0,0,0,0,0,0,0,0
"54198_A","54198_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13","54198",2.2091076,1,1,0,0,0,0,0,0,0,0,0,0
"54202_A","54202_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12","54202",2.132866,1,1,0,0,0,0,0,0,0,0,0,0
"54270_A","54270_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12","54270",2.132866,1,1,0,0,0,0,0,0,0,0,0,0
"543489_A","543489_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","543489",2.0602028,1,1,0,0,0,0,0,0,0,0,0,0
"543491_A","543491_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02","543491",2.19595,1,1,0,0,0,0,0,0,0,0,0,0
"543494_A","543494_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02","543494",2.19595,1,1,0,0,0,0,0,0,0,0,0,0
"543498_A","543498_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01","543498",2.5875418,1,1,0,0,0,0,0,0,0,0,0,0
"543499_A","543499_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","543499",2.0602028,1,1,0,0,0,0,0,0,0,0,0,0
"543501_A","543501_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22","543501",1.700549,1,1,0,0,0,0,0,0,0,0,0,0
"543531_A","543531_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02","543531",2.19595,1,1,0,0,0,1,0,0,0,0,0,0
"543536_A","543536_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","543536",2.0602028,1,1,0,0,0,0,0,0,0,0,0,0
"543537_A","543537_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01","543537",2.5875418,1,1,0,0,0,0,0,0,0,0,0,0
"543552_A","543552_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","543552",2.0602028,1,1,0,0,0,0,0,0,0,0,0,0
"543553_A","543553_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22","543553",1.700549,1,1,0,0,0,0,0,0,0,0,0,0
"543554_A","543554_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","543554",2.0602028,1,1,0,0,0,0,0,0,0,0,0,0
"54359_A","54359_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12","54359",2.132866,1,1,0,0,0,0,0,0,0,0,0,0
"543738_A","543738_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","543738",2.0602028,1,1,0,0,0,0,0,0,0,0,0,0
"543752_A","543752_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17","543752",1.9195344,1,1,0,0,0,0,0,0,0,0,0,0
"573915_A","573915_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05","573915",1.5606548,1,1,0,0,0,0,0,0,0,0,0,0
"574008_A","574008_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05","574008",1.5606548,1,1,0,0,0,0,0,0,0,0,0,0
"574029_A","574029_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05","574029",1.5606548,1,1,0,0,0,0,0,0,0,0,0,0
"574193_A","574193_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14","574193",2.0186963,1,1,0,0,0,0,0,0,0,0,0,0
"574200_A","574200_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17","574200",2.5074956,1,1,0,0,0,0,0,0,0,0,0,0
"574285_A","574285_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14","574285",2.0186963,1,1,0,0,0,0,0,0,0,0,0,0
"574313_A","574313_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13","574313",1.7963119,1,1,0,0,0,0,0,0,0,0,0,0
"574423_A","574423_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13","574423",1.7963119,1,1,0,0,0,0,0,0,0,0,0,0
"574572_A","574572_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14","574572",2.338051,1,1,0,0,0,0,0,0,0,0,0,0
"574617_A","574617_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14","574617",2.338051,1,1,0,0,0,0,0,0,0,0,0,0
"574692_A","574692_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14","574692",2.338051,1,1,0,0,0,0,0,0,0,0,0,0
"574934_A","574934_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","574934",2.4222467,1,3,0,1,0,0,0,0,0,0,0,0
"575097_A","575097_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05","575097",2.1418517,1,1,0,0,0,0,0,0,0,0,0,0
"575339_A","575339_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06","575339",1.7694334,1,1,0,0,0,0,0,0,0,0,0,0
"575532_A","575532_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25","575532",2.717007,1,1,0,0,0,0,0,0,0,0,0,0
"575579_A","575579_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25","575579",1.7919227,1,1,0,0,0,0,0,0,0,0,0,0
"575623_A","575623_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13","575623",1.572137,1,1,0,0,0,0,0,0,0,0,0,0
"575625_A","575625_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25","575625",1.7919227,1,1,0,0,0,0,0,0,0,0,0,0
"575670_A","575670_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25","575670",1.7919227,1,1,0,0,0,0,0,0,0,0,0,0
"583427_A","583427_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19","583427",2.3672585,1,1,0,0,0,0,0,0,0,0,0,0
"583443_A","583443_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16","583443",2.9500344,1,1,0,0,0,0,0,0,0,0,0,0
"583479_A","583479_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19","583479",2.3672585,1,3,0,1,0,0,0,0,0,0,0,0
"583508_A","583508_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19","583508",2.3672585,1,1,0,0,0,0,0,0,0,0,0,0
"583551_A","583551_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19","583551",2.3672585,1,1,0,0,0,0,0,0,0,0,0,0
"583637_A","583637_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01","583637",2.0463061,1,1,0,0,0,0,0,0,0,0,0,0
"583716_A","583716_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01","583716",2.0463061,1,1,0,0,0,0,0,0,0,0,0,0
"583723_A","583723_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13","583723",2.2091076,1,1,0,0,0,0,0,0,0,0,0,0
"583744_A","583744_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01","583744",2.0463061,1,1,0,0,0,0,0,0,0,0,0,0
"584013_A","584013_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14","584013",1.8213739,1,1,0,0,0,0,0,0,0,0,0,0
"584682_A","584682_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19","584682",1.7046742,1,1,0,0,0,0,0,0,0,0,0,0
"584731_A","584731_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19","584731",1.7046742,1,1,0,0,0,0,0,0,0,0,0,0
"585035_A","585035_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14","585035",1.8627295,1,1,0,0,0,0,1,0,0,0,0,0
"585121_A","585121_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10","585121",1.4851888,1,1,0,0,0,0,0,0,0,0,0,0
"585196_A","585196_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","585196",2.7533808,1,1,0,0,0,0,0,0,0,0,0,0
"585215_A","585215_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","585215",2.7533808,1,1,0,0,0,0,0,0,0,0,0,0
"585226_A","585226_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10","585226",1.4851888,1,1,0,0,0,0,0,0,0,0,0,0
"585231_A","585231_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10","585231",1.4851888,1,1,0,0,0,0,0,0,0,0,0,0
"585314_A","585314_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20","585314",2.6398551,1,1,0,0,0,0,0,0,0,0,0,0
