CUBEIDPUB,CUBEID,CATID,PA_STELKIN,PA_STELKIN_ERR,SIGMA_RE,SIGMA_RE_ERR,LAMBDAR_RE,LAMBDAR_RE_ERR,VSIGMA_RE,VSIGMA_RE_ERR,MEAN_K51_RE,APER_CORR_FLAG
"9008500356_A","9008500356_blue_red_7_Y15SBR2_P001_A0085T026_2015_09_07-2015_09_13","9008500356",227.5,1.1666666,117.357834,1.8809458,0.53524804,0.011031973,0.677571,0.017339649,0.010752501,0.0
"9008500359_A","9008500359_blue_red_7_Y15SBR2_P002_A0085T031_2015_09_07-2015_09_13","9008500359",144.0,2.1666667,151.96861,1.5749589,0.17571805,0.011309544,0.19744484,0.011368749,,0.0
"9008500362_A","9008500362_blue_red_7_Y15SBR2_P002_A0085T031_2015_09_07-2015_09_13","9008500362",119.0,2.75,82.23203,1.7406161,0.35528538,0.020232642,0.44248894,0.025200507,0.018969052,0.0
"9008500365_A","9008500365_blue_red_7_Y15SBR2_P001_A0085T026_2015_09_07-2015_09_13","9008500365",121.5,1.25,163.14824,1.5844743,0.32389554,0.0073399246,0.32282484,0.0071718013,0.023639709,0.0
"9008500376_A","9008500376_blue_red_7_Y15SBR2_P002_A0085T031_2015_09_07-2015_09_13","9008500376",292.0,2.0833333,,,0.81640893,0.0123466365,1.3111416,0.01453418,0.055016704,1.0
"9008500391_A","9008500391_blue_red_7_Y15SBR2_P002_A0085T031_2015_09_07-2015_09_13","9008500391",223.0,1.4166666,133.56483,1.0582833,0.34372815,0.0070682545,0.3841745,0.0076680896,0.027523147,0.0
"9008500394_A","9008500394_blue_red_7_Y15SBR2_P001_A0085T026_2015_09_07-2015_09_13","9008500394",67.5,1.1666666,150.48064,1.2749366,0.28707972,0.0076202056,0.3187093,0.007892751,0.027987782,0.0
"9008500398_A","9008500398_blue_red_7_Y15SBR2_P003_A0085T033_2016_09_28-2016_10_04","9008500398",136.5,1.75,133.62003,2.9384642,0.5344099,0.014991057,0.70303607,0.024934668,0.05926327,0.0
"9008500405_A","9008500405_blue_red_7_Y16SBR2_P002_A0085T037_2017_09_14-2017_09_26","9008500405",160.5,3.9166667,244.31479,1.7099322,0.06309548,0.0047158096,0.07164273,0.00446963,0.12777817,0.0
"9008500450_A","9008500450_blue_red_7_Y15SBR2_P003_A0085T033_2016_09_28-2016_10_04","9008500450",129.0,3.6666667,73.60773,2.3986394,0.403833,0.024747739,0.504716,0.031498548,0.06449491,1.0
"9008500454_A","9008500454_blue_red_7_Y17SBR1_P001_A0085T041_2017_09_14-2017_09_26","9008500454",326.5,5.3333335,61.0449,4.6472197,0.6362682,0.049873132,0.7981934,0.090270355,0.06692208,1.0
"9011900147_A","9011900147_blue_red_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04","9011900147",81.0,0.5,167.12802,1.5325797,0.5662028,0.0040733693,0.6282246,0.00586724,0.038222723,1.0
"9011900150_A","9011900150_blue_red_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08","9011900150",240.5,2.1666667,110.72806,1.1162661,0.26123,0.010366224,0.30512297,0.010987559,0.034026675,0.0
"9011900152_B","9011900152_blue_red_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26","9011900152",,,,,,,,,,
"9011900152_A","9011900152_blue_red_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04","9011900152",107.5,29.916666,59.92285,3.1303382,0.22218648,0.028386133,0.23797184,0.028657766,0.31454736,1.0
"9011900156_A","9011900156_blue_red_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04","9011900156",139.5,1.5,162.10419,1.5069995,0.32383186,0.0061339815,0.3054579,0.0057307878,0.03140617,0.0
"9011900157_A","9011900157_blue_red_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900157",311.5,6.25,60.6192,2.3872957,0.18790507,0.029976005,0.20268974,0.030474953,0.10928952,0.0
"9011900161_A","9011900161_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900161",285.0,11.0,50.86245,2.5186322,0.21481325,0.034197755,0.2518459,0.03254018,0.13202497,1.0
"9011900163_A","9011900163_blue_red_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26","9011900163",108.0,3.75,82.664986,2.5484188,0.4517678,0.02534985,0.5503255,0.033623535,0.06287416,0.0
"9011900165_A","9011900165_blue_red_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13","9011900165",151.0,3.5,83.77254,1.54289,0.28569028,0.01693056,0.3144444,0.018408446,0.04027339,0.0
"9011900166_A","9011900166_blue_red_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04","9011900166",66.5,0.9166667,,,0.6868418,0.0068453476,0.9011567,0.012344365,,1.0
"9011900168_A","9011900168_blue_red_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08","9011900168",30.5,1.9166666,122.597855,1.3957962,0.22860977,0.010016103,0.24386996,0.010062598,0.04791511,0.0
"9011900170_A","9011900170_blue_red_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08","9011900170",28.0,3.5833333,98.97822,1.635069,0.19670872,0.016267035,0.21128565,0.01619667,,0.0
"9011900174_A","9011900174_blue_red_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900174",10.0,3.6666653,57.090515,2.218853,,,,,,0.0
"9011900175_A","9011900175_blue_red_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04","9011900175",149.5,23.499998,156.05765,1.3802665,0.046368487,0.00634219,0.052673817,0.005501455,0.54869473,0.0
"9011900183_A","9011900183_blue_red_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26","9011900183",275.5,1.6666666,167.40094,1.5038089,0.23199011,0.008332651,0.23804007,0.007821446,0.041164633,0.0
"9011900186_A","9011900186_blue_red_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08","9011900186",109.5,1.75,93.44447,1.4728178,0.53364384,0.011650361,0.67373174,0.018186074,0.029254368,0.0
"9011900189_A","9011900189_blue_red_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08","9011900189",285.0,5.5833335,53.86341,2.2639446,0.2526825,0.021969682,0.28141308,0.022277165,0.11714676,1.0
"9011900196_A","9011900196_blue_red_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900196",198.5,3.6666667,70.64043,1.8160615,0.20006566,0.020262495,0.22772951,0.02064001,0.08656818,0.0
"9011900198_A","9011900198_blue_red_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900198",92.0,7.3333335,88.73845,2.0717566,0.2400857,0.024495317,0.27584955,0.02594467,0.08689431,0.0
"9011900201_A","9011900201_blue_red_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900201",357.0,2.4999983,98.72856,1.1574167,0.33254826,0.012582872,0.37130564,0.014441348,0.04958321,0.0
"9011900202_A","9011900202_blue_red_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08","9011900202",109.5,3.8333333,83.897026,2.3053975,0.32366857,0.018280644,0.37031746,0.020263782,0.14921379,1.0
"9011900208_A","9011900208_blue_red_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26","9011900208",321.0,10.916667,56.8113,2.5576887,0.27411735,0.037851863,0.31534,0.04143972,0.10451569,0.0
"9011900210_A","9011900210_blue_red_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26","9011900210",255.0,0.6666667,60.186077,2.6009877,0.33630612,0.032599863,0.41970512,0.039575525,,0.0
"9011900211_A","9011900211_blue_red_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08","9011900211",296.0,1.5,,,,,,,,
"9011900216_A","9011900216_blue_red_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900216",155.5,8.083331,94.561966,2.133212,,,,,,
"9011900217_A","9011900217_blue_red_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08","9011900217",169.0,2.0833333,153.40186,1.7012146,,,,,,
"9011900218_A","9011900218_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900218",230.5,2.8333333,87.99579,2.073779,0.35471538,0.023654379,0.41588232,0.026819246,0.05885602,0.0
"9011900222_A","9011900222_blue_red_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05","9011900222",9.5,3.999998,63.12026,2.1726685,0.2962055,0.0316311,0.39550364,0.03639342,,0.0
"9011900225_A","9011900225_blue_red_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26","9011900225",21.0,4.5,79.45247,3.218219,0.55746454,0.029010244,0.7356044,0.049845822,0.05841507,0.0
"9011900228_A","9011900228_blue_red_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05","9011900228",63.0,5.25,57.070198,2.191999,0.391851,0.02734897,0.4611888,0.033708442,0.042452175,0.0
"9011900232_A","9011900232_blue_red_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26","9011900232",52.0,2.0833333,116.871086,1.3097714,0.5431887,0.009183002,0.7046495,0.01508291,0.025761869,0.0
"9011900233_A","9011900233_blue_red_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04","9011900233",25.0,1.1666666,,,0.46121114,0.0055005597,0.42208055,0.0046612117,0.037474558,1.0
"9011900238_A","9011900238_blue_red_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13","9011900238",201.5,29.916666,45.950615,3.3553922,,,,,,
"9011900241_A","9011900241_blue_red_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900241",102.0,29.916666,45.463867,3.3977573,,,,,,
"9011900242_A","9011900242_blue_red_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08","9011900242",201.5,1.0833334,111.439995,1.7313482,0.46161884,0.00982851,0.54514897,0.012804829,0.026174087,0.0
"9011900245_A","9011900245_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900245",243.0,4.5833335,52.140823,2.8192897,,,,,,
"9011900247_A","9011900247_blue_red_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04","9011900247",88.5,0.9166667,176.12434,1.0585343,0.3166944,0.0054186177,0.35949087,0.005849117,0.027217269,0.0
"9011900250_A","9011900250_blue_red_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08","9011900250",101.5,1.5833334,107.11047,1.2665651,0.27276814,0.010788877,0.3237981,0.011637974,,0.0
"9011900251_A","9011900251_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900251",139.5,4.8333335,73.25412,2.2232158,0.29785845,0.025224185,0.34221193,0.024590766,0.06825544,1.0
"9011900254_A","9011900254_blue_red_7_Y13SBR2_P005_A0119T005_2013_10_02-2013_10_08","9011900254",74.5,1.5,,,0.15497626,0.003126729,0.15338472,0.0025475915,0.0739442,1.0
"9011900261_A","9011900261_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900261",220.0,4.25,205.86647,1.4268751,0.113693446,0.007280433,0.12392199,0.0065167323,0.092913866,0.0
"9011900263_A","9011900263_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900263",15.0,3.1666667,110.10329,1.4889483,0.16972235,0.014090811,0.17979613,0.013194989,0.06469655,0.0
"9011900264_A","9011900264_blue_red_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13","9011900264",301.5,6.25,68.36925,2.572917,0.34179184,0.037098426,0.42801794,0.051635027,0.014223956,0.0
"9011900265_A","9011900265_blue_red_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26","9011900265",214.0,1.0,131.42435,0.91944194,0.4436898,0.005206534,0.4876605,0.0059510265,0.029833902,0.0
"9011900271_A","9011900271_blue_red_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05","9011900271",27.5,3.9166667,68.100204,3.2932844,,,,,0.06431781,
"9011900272_A","9011900272_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900272",46.5,1.1666666,205.24213,1.6338183,0.28510794,0.0064416947,0.29459798,0.0064398027,0.043219358,0.0
"9011900273_A","9011900273_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900273",356.0,0.75,167.8733,1.0149082,0.3647335,0.005228581,0.40855744,0.005665781,0.01946288,0.0
"9011900274_A","9011900274_blue_red_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26","9011900274",25.5,1.9166666,178.23328,2.4731975,,,,,,
"9011900279_A","9011900279_blue_red_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04","9011900279",259.5,0.9166667,147.73059,1.4014779,0.46042478,0.0052051474,0.49150732,0.006043011,0.022338549,0.0
"487010_A","487010_blue_red_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04","487010",9.5,29.916666,,,,,,,,
"9011900281_A","9011900281_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900281",323.5,0.9166667,180.76843,1.2254666,0.36803544,0.0065065376,0.40385914,0.007007359,0.037583854,0.0
"9011900285_A","9011900285_blue_red_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05","9011900285",131.5,4.4166665,84.85023,1.4859579,0.27117112,0.017517937,0.30143845,0.019344721,,0.0
"9011900287_A","9011900287_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900287",128.0,3.8333333,66.36631,1.356929,0.14507039,0.012598358,0.1431126,0.010367189,0.16964614,0.0
"9011900288_A","9011900288_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900288",38.5,2.3333333,77.38672,1.4593235,0.5268407,0.013003369,0.7018208,0.020957733,0.04799855,0.0
"9011900298_A","9011900298_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900298",182.0,9.499999,201.81277,1.2384975,0.07800973,0.0060329046,0.08495384,0.0053845122,0.44284537,0.0
"9011900302_A","9011900302_blue_red_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04","9011900302",277.5,5.9166665,76.0431,1.541997,0.20092207,0.015578268,0.23564947,0.016034145,0.11547344,0.0
"9011900302_B","9011900302_blue_red_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26","9011900302",,,,,,,,,,
"9011900304_A","9011900304_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900304",102.0,8.083333,65.68649,2.5950978,0.20795956,0.03670834,0.22594246,0.037092302,,0.0
"9011900309_A","9011900309_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900309",126.5,29.916666,45.041824,3.822358,,,,,,
"9011900312_B","9011900312_blue_red_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26","9011900312",,,,,,,,,,
"9011900312_A","9011900312_blue_red_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04","9011900312",69.0,5.8333335,113.609634,1.4477085,0.120384,0.00929588,0.13613892,0.008491985,0.1290188,0.0
"9011900314_A","9011900314_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900314",1.0,2.3333313,202.53162,2.9836547,0.34427032,0.010198427,0.37355816,0.00852136,0.035968855,1.0
"9011900321_B","9011900321_blue_red_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26","9011900321",,,,,,,,,,
"9011900321_A","9011900321_blue_red_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04","9011900321",309.0,0.75,132.11569,1.1789566,0.44137585,0.006132638,0.52232283,0.007829724,0.05656573,0.0
"9011900322_A","9011900322_blue_red_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13","9011900322",338.5,2.0,68.32406,1.563044,0.351934,0.0190325,0.41288128,0.022585826,0.034379877,0.0
"9011900325_A","9011900325_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900325",322.5,29.916666,125.05491,2.4549057,0.14234161,0.012977938,0.1526572,0.012711607,0.3951673,1.0
"9011900328_A","9011900328_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900328",327.0,13.916667,54.11239,2.2717388,0.23011827,0.024832409,0.25912628,0.024880677,0.27046323,1.0
"9011900329_A","9011900329_blue_red_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08","9011900329",32.0,3.5833333,83.15936,1.481151,0.2918573,0.015317138,0.33616918,0.016868902,0.041219823,0.0
"9011900330_A","9011900330_blue_red_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05","9011900330",166.0,9.583331,56.6966,2.7629833,0.21101767,0.040871155,0.24800692,0.045965023,0.15994936,0.0
"9011900338_A","9011900338_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900338",88.0,1.25,103.441605,0.97056603,0.4987393,0.008362849,0.6673301,0.012837484,0.033581365,0.0
"9011900340_A","9011900340_blue_red_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04","9011900340",196.0,0.6666667,146.2852,1.3557819,0.35874715,0.006187729,0.37391734,0.006875205,0.0143988505,0.0
"9011900342_A","9011900342_blue_red_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13","9011900342",11.5,2.0,80.13532,1.4712073,0.48215663,0.015220645,0.6009272,0.022664778,0.014588908,0.0
"9011900343_A","9011900343_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900343",152.0,2.5,117.42769,1.03229,0.24607998,0.010097909,0.25968608,0.009973023,0.022710249,0.0
"9011900347_A","9011900347_blue_red_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26","9011900347",272.5,3.8333333,88.82317,1.9184874,0.3217869,0.013225874,0.33348355,0.012861919,0.056828186,1.0
"9011900348_A","9011900348_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900348",320.5,10.25,53.797127,3.8071363,,,,,,
"9011900351_A","9011900351_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900351",2.0,2.3333328,113.93121,1.4167098,0.24270065,0.01164711,0.2658377,0.01213622,0.036849108,0.0
"487019_A","487019_blue_red_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12","487019",,,,,,,,,,
"9011900353_A","9011900353_blue_red_7_Y16SBR1_P002_A0119T044_2017_09_14-2017_09_26","9011900353",52.0,1.3333334,127.2705,1.4840338,0.30578116,0.0096118,0.350686,0.010377557,0.028889654,0.0
"9011900364_A","9011900364_blue_red_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26","9011900364",160.0,9.0,63.494812,2.815281,0.31343657,0.038362276,0.3804909,0.0466253,0.12990862,0.0
"9011900365_A","9011900365_blue_red_7_Y15SBR2_P007_A0119T026_2016_09_01-2016_09_05","9011900365",147.0,4.9166665,154.9106,2.2661116,0.15252292,0.01180971,0.16433302,0.009368614,0.101101056,1.0
"9011900367_A","9011900367_blue_red_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04","9011900367",7.0,0.75,,,0.6492456,0.0057717194,0.92191863,0.011025221,0.022117993,1.0
"9011900371_A","9011900371_blue_red_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900371",187.5,5.4166646,58.302734,2.9869025,,,,,0.044885952,
"9011900376_A","9011900376_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900376",329.5,3.3333333,80.09905,1.7596401,0.40608722,0.018186681,0.46307176,0.02091733,0.032745097,0.0
"9011900383_A","9011900383_blue_red_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04","9011900383",244.5,1.0,156.75021,1.2334483,0.4868609,0.00547516,0.54573375,0.006657221,0.037414026,0.0
"9011900392_A","9011900392_blue_red_6_Y14SBR1_P004_A0119T007_2014_10_21-2014_10_26","9011900392",161.5,29.916666,60.15072,3.4697533,0.21683793,0.04457779,0.28132862,0.06931005,0.10962058,1.0
"9011900404_A","9011900404_blue_red_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26","9011900404",228.5,6.0,68.40544,2.4499044,0.23173197,0.028938893,0.25792092,0.031185433,,0.0
"9011900407_A","9011900407_blue_red_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08","9011900407",,,,,,,,,,
"9011900413_A","9011900413_blue_red_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08","9011900413",188.0,0.6666667,,,0.5995343,0.0028506413,0.72157985,0.003018318,,1.0
"9011900418_A","9011900418_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900418",254.5,0.5,,,0.93310916,0.003614009,2.0088205,0.0047831475,,1.0
"9011900421_A","9011900421_blue_red_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26","9011900421",166.0,11.416665,,,0.41172588,0.042264845,0.43298432,0.043895926,0.34919828,1.0
"9011900422_A","9011900422_blue_red_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26","9011900422",13.0,8.999999,78.50221,2.2650368,0.12926903,0.029232115,0.14409938,0.02893954,,0.0
"9011900429_A","9011900429_blue_red_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08","9011900429",184.5,1.0,121.89822,1.5662371,0.5090121,0.008801721,0.5375246,0.010207794,0.046455905,0.0
"9011900430_A","9011900430_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900430",335.0,29.83333,,,0.0633581,0.0033737351,0.07018516,0.003172249,,1.0
"9011900438_A","9011900438_blue_red_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08","9011900438",47.5,11.166667,99.31997,1.4596121,0.096920684,0.012624997,0.11266699,0.013051632,0.40523085,0.0
"9011900440_A","9011900440_blue_red_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05","9011900440",97.0,1.0,249.77101,2.262772,0.37097958,0.0049794586,0.41680005,0.0045998977,0.021683605,1.0
"9011900441_A","9011900441_blue_red_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26","9011900441",2.0,0.9999983,105.425224,2.083492,0.6559875,0.008824916,0.92451423,0.019639047,0.024194442,0.0
"9011900450_A","9011900450_blue_red_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08","9011900450",202.5,1.4166666,110.38782,2.1453319,0.6704703,0.00929107,1.017456,0.022881603,0.024570212,0.0
"9011900451_A","9011900451_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900451",85.0,1.1666666,153.32849,1.0793798,0.23836553,0.007519229,0.27517623,0.0077313664,0.027453542,0.0
"9011900453_A","9011900453_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900453",73.5,2.0833333,74.32585,1.6662567,0.58550715,0.018251775,0.7739474,0.03214998,0.015755942,0.0
"9011900459_A","9011900459_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900459",345.5,4.1666665,69.73619,1.6999558,0.2629097,0.023300884,0.2793741,0.022269875,0.05494716,0.0
"9011900460_A","9011900460_blue_red_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26","9011900460",342.5,2.0,103.0235,2.1614134,0.51577026,0.014885189,0.64703894,0.021541532,0.03826422,0.0
"9011900462_A","9011900462_blue_red_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13","9011900462",295.0,0.75,220.0858,1.3571836,0.32464194,0.005927984,0.35692856,0.0062931664,0.01959971,0.0
"487019_B","487019_blue_red_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01","487019",,,,,,,,,,
"9011900475_A","9011900475_blue_red_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13","9011900475",7.5,6.8333306,68.96632,1.7271253,0.1194531,0.01789046,0.13300799,0.017556963,0.15622331,0.0
"9011900476_B","9011900476_blue_red_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26","9011900476",,,,,,,,,,
"9011900476_A","9011900476_blue_red_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04","9011900476",129.0,8.583333,52.953403,2.6241198,0.21280631,0.03353682,0.25246537,0.03700286,0.4283098,0.0
"9011900479_A","9011900479_blue_red_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05","9011900479",251.5,1.0,133.19005,1.0103394,0.38400903,0.0064306036,0.42496184,0.0073281513,0.020847186,0.0
"9011900492_A","9011900492_blue_red_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08","9011900492",214.0,1.0833334,221.5377,1.7962636,0.2504711,0.0069547584,0.28264552,0.006977608,0.022664689,0.0
"9011900498_A","9011900498_blue_red_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08","9011900498",335.0,1.5,87.23023,0.9705585,0.40556931,0.008155337,0.45344913,0.0091852,0.018524922,0.0
"9011900500_A","9011900500_blue_red_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26","9011900500",277.5,1.0,151.46666,0.94238985,0.24871062,0.0070655476,0.2859868,0.007425775,0.018551985,0.0
"9011900511_A","9011900511_blue_red_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13","9011900511",221.5,29.916666,43.89872,3.8244555,,,,,,
"9011900519_A","9011900519_blue_red_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13","9011900519",34.0,0.9166667,119.32295,1.6693329,0.54497147,0.008340976,0.63760823,0.011969078,0.034867685,0.0
"9011900520_A","9011900520_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900520",304.5,6.9166665,60.513546,1.3056374,,,,,,0.0
"9011900521_A","9011900521_blue_red_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13","9011900521",38.0,1.0833334,,,0.47297814,0.0078152325,0.49377823,0.008264587,,1.0
"9011900529_A","9011900529_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900529",268.0,0.5,170.55754,1.0343522,0.58868104,0.0035576173,0.7704882,0.006145163,0.028910093,1.0
"9011900535_A","9011900535_blue_red_7_Y15SBR2_P002_A0119T034_2015_09_07-2015_09_13","9011900535",271.0,1.1666666,106.73617,1.1067874,0.43386236,0.009201564,0.52821434,0.01225186,0.03804929,0.0
"9011900538_A","9011900538_blue_red_7_Y13SBR1_P004_A0119T001_2013_08_30-2013_09_04","9011900538",,,,,,,,,,
"9011900539_A","9011900539_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900539",132.5,2.5833333,59.9209,1.4703319,0.23557295,0.01724312,0.2524863,0.017377572,0.18149687,0.0
"9011900547_A","9011900547_blue_red_7_Y13SBR1_P005_A0119T002_2013_08_30-2013_09_04","9011900547",125.0,1.75,,,0.11697438,0.0026296813,0.11648362,0.002226698,,1.0
"9011900554_A","9011900554_blue_red_7_Y13SBR2_P003_A0119T003_2013_10_02-2013_10_08","9011900554",,,,,,,,,,
"9011900557_A","9011900557_blue_red_7_Y13SBR2_P004_A0119T004_2013_10_02-2013_10_08","9011900557",134.0,0.75,176.30638,1.0153142,0.36091858,0.0047654547,0.41863298,0.005407547,0.016207773,0.0
"9011900558_A","9011900558_blue_red_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13","9011900558",317.5,1.75,101.08236,2.0132895,0.6093554,0.013053448,0.85885215,0.02542372,0.02111076,0.0
"9011900584_A","9011900584_blue_red_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13","9011900584",273.5,11.083333,56.934143,2.6279106,0.22365612,0.025159702,0.24781637,0.0257507,0.13306168,1.0
"9011900590_A","9011900590_blue_red_7_Y15SBR2_P005_A0119T025_2016_09_01-2016_09_05","9011900590",113.5,7.5833335,90.67552,1.4276946,0.12669112,0.013723444,0.13372661,0.0138940215,0.06447148,0.0
