CUBEIDPUB,CUBEID,CATID,PA_GASKIN,PA_GASKIN_ERR
"136980_A","136980_blue_red_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25","136980",95.0,1.5833334
"137037_A","137037_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","137037",158.5,0.41666666
"137071_A","137071_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","137071",168.0,0.33333334
"137155_A","137155_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","137155",237.5,1.3333334
"137328_A","137328_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","137328",65.5,0.25
"137350_A","137350_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","137350",87.5,0.6666667
"137455_A","137455_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","137455",280.0,0.41666666
"137789_A","137789_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04","137789",313.5,1.1666666
"137809_A","137809_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19","137809",350.0,0.16666667
"137838_A","137838_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19","137838",18.5,0.16666667
"137841_A","137841_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19","137841",214.0,0.5833333
"137847_A","137847_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04","137847",210.5,0.41666666
"138047_A","138047_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","138047",82.5,0.16666667
"138065_A","138065_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12","138065",338.0,0.6666667
"138066_B","138066_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138066",88.5,0.16666667
"138066_A","138066_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138066",89.0,0.16666667
"138066_C","138066_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","138066",89.0,0.16666667
"138094_B","138094_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138094",149.5,1.1666666
"138094_D","138094_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","138094",146.0,0.16666667
"138094_A","138094_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138094",144.5,0.5
"138094_C","138094_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","138094",144.5,0.8333333
"138132_A","138132_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138132",54.0,1.25
"138132_D","138132_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","138132",132.5,4.0833335
"138132_B","138132_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138132",88.5,0.16666667
"138132_C","138132_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","138132",50.5,0.33333334
"138161_A","138161_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","138161",142.5,0.16666667
"138291_A","138291_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19","138291",328.0,0.16666667
"138381_A","138381_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19","138381",113.5,0.16666667
"139123_A","139123_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16","139123",99.5,0.16666667
"143148_B","143148_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","143148",115.5,0.16666667
"143148_A","143148_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","143148",284.5,0.16666667
"143227_C","143227_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","143227",271.0,0.75
"143227_A","143227_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","143227",281.5,0.16666667
"143227_B","143227_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","143227",271.0,0.25
"143287_A","143287_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","143287",34.5,0.16666667
"143291_A","143291_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","143291",351.0,0.16666667
"143388_A","143388_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12","143388",304.5,1.4166666
"143446_A","143446_blue_red_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","143446",322.5,0.16666667
"143499_A","143499_blue_red_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25","143499",1.0,0.33333203
"143547_A","143547_blue_red_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19","143547",21.5,4.6666665
"143605_A","143605_blue_red_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19","143605",188.5,0.16666667
"143735_A","143735_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19","143735",283.5,0.16666667
"143736_A","143736_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","143736",282.0,0.16666667
"143746_A","143746_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","143746",321.5,0.25
"143750_A","143750_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19","143750",349.0,0.33333334
"143814_A","143814_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","143814",285.5,0.16666667
"143918_A","143918_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","143918",271.5,0.16666667
"144051_A","144051_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","144051",168.0,0.16666667
"144073_A","144073_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","144073",178.5,0.16666667
"144127_A","144127_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","144127",84.5,0.16666667
"144176_A","144176_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10","144176",178.5,0.16666667
"144178_A","144178_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10","144178",281.5,0.16666667
"144197_A","144197_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10","144197",320.0,0.16666667
"144236_A","144236_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10","144236",142.0,2.6666667
"144239_A","144239_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04","144239",132.5,0.16666667
"144243_A","144243_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04","144243",275.5,0.75
"144320_A","144320_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04","144320",172.5,0.16666667
"144327_A","144327_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19","144327",137.5,0.16666667
"144335_A","144335_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19","144335",275.0,0.16666667
"144338_A","144338_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10","144338",170.5,5.7499986
"144402_A","144402_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04","144402",226.5,0.16666667
"144402_B","144402_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19","144402",228.0,0.16666667
"144465_A","144465_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","144465",162.5,0.5833333
"144465_C","144465_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","144465",139.0,0.16666667
"144465_B","144465_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","144465",168.0,0.6666667
"594785_A","594785_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19","594785",124.5,0.16666667
"594834_A","594834_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19","594834",183.0,0.33333334
"594906_A","594906_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17","594906",48.0,0.16666667
"594918_A","594918_blue_red_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05","594918",202.5,1.5
"594946_A","594946_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17","594946",112.5,8.5
"594964_A","594964_blue_red_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19","594964",57.0,0.16666667
"594967_A","594967_blue_red_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05","594967",28.5,0.16666667
"594970_A","594970_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17","594970",2.0,0.16666667
"594986_A","594986_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17","594986",5.0,0.16666667
"594990_A","594990_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17","594990",92.0,0.33333334
"594992_A","594992_blue_red_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19","594992",201.0,0.16666667
"595027_A","595027_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17","595027",291.5,0.16666667
"595060_A","595060_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17","595060",116.0,0.16666667
"595088_A","595088_blue_red_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19","595088",155.5,0.16666667
"598911_A","598911_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02","598911",144.5,0.33333334
"598968_A","598968_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02","598968",193.5,0.16666667
"598999_A","598999_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","598999",119.0,0.16666667
"599095_A","599095_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02","599095",57.5,0.16666667
"599134_A","599134_blue_red_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05","599134",106.0,0.5833333
"599310_A","599310_blue_red_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05","599310",315.5,0.16666667
"599329_A","599329_blue_red_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05","599329",175.0,7.249998
"599582_A","599582_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16","599582",177.5,0.25
"599689_A","599689_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16","599689",274.0,0.75
"599761_A","599761_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16","599761",334.0,0.16666667
"599834_A","599834_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14","599834",321.5,0.5
"599838_A","599838_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16","599838",80.5,0.75
"599839_A","599839_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17","599839",83.5,0.16666667
"599846_A","599846_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14","599846",80.0,0.41666666
"599862_A","599862_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14","599862",226.0,0.16666667
"599873_A","599873_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17","599873",317.5,0.16666667
"599877_A","599877_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16","599877",119.5,0.9166667
"600014_A","600014_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","600014",41.0,0.16666667
"600026_A","600026_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","600026",122.5,0.16666667
"600030_A","600030_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17","600030",178.0,0.16666667
"600312_A","600312_blue_red_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14","600312",155.0,0.25
"600417_A","600417_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","600417",75.5,0.16666667
"600595_A","600595_blue_red_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13","600595",353.5,0.6666667
"600743_A","600743_blue_red_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13","600743",6.0,0.25
"600882_A","600882_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05","600882",241.0,0.16666667
"600915_A","600915_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","600915",324.0,0.25
"600916_A","600916_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05","600916",1.0,0.16666667
"600929_A","600929_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","600929",307.5,0.16666667
"600973_A","600973_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05","600973",149.5,0.41666666
"600974_A","600974_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","600974",298.0,0.16666667
"600977_A","600977_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","600977",154.0,0.16666667
"144465_D","144465_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","144465",4.0,2.2499993
"144480_A","144480_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04","144480",254.5,0.41666666
"144491_C","144491_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","144491",194.5,0.16666667
"144491_D","144491_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","144491",173.0,0.16666667
"144491_B","144491_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","144491",191.5,0.25
"144491_A","144491_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","144491",189.5,0.25
"144497_A","144497_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12","144497",229.0,0.41666666
"144498_C","144498_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12","144498",319.5,0.75
"144498_B","144498_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","144498",309.0,0.5833333
"144498_D","144498_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","144498",308.5,2.3333333
"144498_A","144498_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","144498",318.5,0.16666667
"144640_A","144640_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12","144640",338.5,0.16666667
"144682_C","144682_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","144682",64.0,0.5833333
"144682_A","144682_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","144682",66.0,0.75
"144682_D","144682_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","144682",55.5,0.8333333
"144682_B","144682_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","144682",349.0,0.16666667
"144690_A","144690_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12","144690",9.0,0.33333334
"144846_A","144846_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19","144846",176.0,0.16666667
"145073_A","145073_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19","145073",119.0,0.16666667
"145267_A","145267_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12","145267",176.0,8.666665
"145462_A","145462_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16","145462",90.0,0.16666667
"145583_A","145583_blue_red_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","145583",100.0,0.16666667
"145729_A","145729_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16","145729",268.0,0.25
"176868_A","176868_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","176868",34.5,0.25
"176868_B","176868_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","176868",50.5,0.16666667
"176934_A","176934_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","176934",265.0,0.5
"176934_B","176934_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","176934",263.0,0.16666667
"176955_A","176955_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","176955",250.5,0.16666667
"176955_B","176955_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","176955",250.5,0.16666667
"176969_A","176969_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","176969",342.0,1.0833334
"176991_A","176991_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","176991",228.0,0.25
"177010_A","177010_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","177010",160.5,0.16666667
"177046_A","177046_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","177046",336.5,0.41666666
"177081_A","177081_blue_red_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","177081",123.5,0.16666667
"177100_A","177100_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","177100",49.0,0.9166667
"177143_A","177143_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12","177143",208.5,0.16666667
"177232_A","177232_blue_red_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","177232",316.0,0.16666667
"177297_A","177297_blue_red_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","177297",142.0,0.16666667
"177303_A","177303_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12","177303",162.5,0.16666667
"177326_A","177326_blue_red_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25","177326",72.0,0.6666667
"177354_A","177354_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12","177354",175.5,7.9166665
"177481_A","177481_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","177481",223.0,0.25
"177518_A","177518_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","177518",176.0,0.33333334
"177969_A","177969_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","177969",132.0,0.16666667
"178149_A","178149_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19","178149",277.5,0.5
"601013_A","601013_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05","601013",28.0,0.16666667
"601018_A","601018_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05","601018",98.0,0.41666666
"601095_A","601095_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","601095",167.5,0.41666666
"601102_A","601102_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05","601102",309.0,0.16666667
"601105_A","601105_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","601105",311.5,0.16666667
"601157_A","601157_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","601157",159.0,0.16666667
"601210_A","601210_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25","601210",96.5,0.25
"601255_A","601255_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25","601255",352.0,0.16666667
"601283_A","601283_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25","601283",271.5,0.16666667
"601323_A","601323_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25","601323",144.0,0.16666667
"601395_A","601395_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25","601395",340.5,1.5833334
"609307_A","609307_blue_red_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19","609307",46.5,0.16666667
"609330_A","609330_blue_red_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19","609330",224.0,0.16666667
"609358_A","609358_blue_red_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19","609358",121.5,0.16666667
"609396_A","609396_blue_red_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01","609396",277.0,0.16666667
"609433_A","609433_blue_red_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01","609433",78.5,0.16666667
"609571_A","609571_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16","609571",146.5,0.33333334
"609598_A","609598_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16","609598",162.0,0.6666667
"609912_A","609912_blue_red_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14","609912",329.5,0.16666667
"609948_A","609948_blue_red_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14","609948",9.5,0.16666667
"610054_A","610054_blue_red_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14","610054",294.0,0.16666667
"610396_A","610396_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01","610396",14.0,0.5
"610398_A","610398_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01","610398",187.0,0.16666667
"610404_A","610404_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01","610404",217.0,0.41666666
"610474_A","610474_blue_red_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14","610474",200.0,0.16666667
"610545_A","610545_blue_red_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14","610545",65.5,0.16666667
"610700_A","610700_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","610700",349.0,0.33333334
"610816_A","610816_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","610816",306.5,0.16666667
"610846_A","610846_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","610846",112.5,0.25
"610893_A","610893_blue_red_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01","610893",93.0,0.16666667
"610997_A","610997_blue_red_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01","610997",120.5,0.16666667
"611002_A","611002_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12","611002",71.0,0.5833333
"611051_A","611051_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12","611051",14.0,0.25
"611094_A","611094_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12","611094",300.5,0.25
"611220_A","611220_blue_red_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01","611220",330.5,0.16666667
"611223_A","611223_blue_red_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01","611223",146.5,0.16666667
"611629_A","611629_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22","611629",297.5,0.16666667
"611647_A","611647_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22","611647",160.0,0.5
"617655_A","617655_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10","617655",54.5,0.16666667
"617665_A","617665_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10","617665",271.0,0.5833333
"617945_A","617945_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16","617945",165.5,0.5833333
"617989_A","617989_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16","617989",229.5,0.25
"618071_A","618071_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06","618071",154.0,0.6666667
"618100_A","618100_blue_red_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01","618100",264.5,0.16666667
"618108_A","618108_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06","618108",322.5,0.5833333
"618116_A","618116_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06","618116",95.0,0.16666667
"618142_A","618142_blue_red_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01","618142",309.5,0.16666667
"618143_A","618143_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16","618143",84.0,0.16666667
"618144_A","618144_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06","618144",2.0,0.5833333
"618151_A","618151_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06","618151",125.5,0.41666666
"618152_A","618152_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16","618152",93.0,0.5
"618220_A","618220_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06","618220",279.5,0.16666667
"618904_A","618904_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618904",105.0,0.16666667
"618904_B","618904_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618904",113.0,0.16666667
"618906_A","618906_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","618906",118.0,0.16666667
"618912_A","618912_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16","618912",34.5,0.16666667
"618929_A","618929_blue_red_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16","618929",165.0,9.833333
"618930_A","618930_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618930",255.5,0.16666667
"618930_B","618930_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618930",145.0,0.16666667
"618931_A","618931_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","618931",130.0,0.16666667
"618935_A","618935_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","618935",297.5,0.16666667
"618937_B","618937_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618937",186.5,0.16666667
"618937_A","618937_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618937",300.0,0.16666667
"618938_A","618938_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16","618938",218.0,0.33333334
"618941_A","618941_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618941",156.5,0.16666667
"618941_B","618941_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618941",151.5,0.16666667
"618942_A","618942_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","618942",200.0,0.16666667
"618947_A","618947_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12","618947",161.5,3.9999974
"618952_A","618952_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","618952",141.0,0.16666667
"618976_A","618976_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12","618976",12.5,0.16666667
"618988_A","618988_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12","618988",105.0,0.33333334
"618992_A","618992_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16","618992",168.5,0.16666667
"618993_A","618993_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","618993",234.5,0.16666667
"619046_A","619046_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16","619046",209.5,0.16666667
"619094_A","619094_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12","619094",19.5,0.16666667
"619095_A","619095_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16","619095",90.5,0.16666667
"619097_A","619097_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","619097",343.0,0.16666667
"619098_A","619098_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16","619098",256.5,0.16666667
"619104_A","619104_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12","619104",122.0,0.16666667
"619105_A","619105_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","619105",36.0,0.16666667
"619220_A","619220_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02","619220",262.0,0.16666667
"619224_A","619224_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02","619224",14.5,0.33333334
"619258_A","619258_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01","619258",310.0,0.41666666
"619553_A","619553_blue_red_7_Y17SAR3_P002_15T125_2018_04_09-2018_04_19","619553",298.5,0.16666667
"619737_A","619737_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19","619737",312.0,0.16666667
"619989_B","619989_blue_red_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01","619989",163.0,0.16666667
